timestamp, utilization.gpu [%], memory.used [MiB], power.draw [W], clocks.current.sm [MHz], temperature.gpu
2026/09/13 18:42:17.787, 99 %, 10304 MiB, 198.58 W, 2910 MHz, 55
2026/09/13 18:42:18.037, 99 %, 10304 MiB, 198.58 W, 2910 MHz, 55
2026/09/13 18:42:18.287, 98 %, 10304 MiB, 322.47 W, 2902 MHz, 56
2026/09/13 18:42:18.537, 98 %, 10304 MiB, 322.47 W, 2902 MHz, 56
2026/09/13 18:42:18.787, 98 %, 10304 MiB, 425.20 W, 2887 MHz, 59
2026/09/13 18:42:19.038, 98 %, 2 MiB, 425.20 W, 2887 MHz, 59
2026/09/13 18:42:19.288, 13 %, 544 MiB, 295.86 W, 2910 MHz, 50
2026/09/13 18:42:19.538, 13 %, 544 MiB, 295.86 W, 2910 MHz, 50
2026/09/13 18:42:19.788, 0 %, 2784 MiB, 151.10 W, 2917 MHz, 49
2026/09/13 18:42:20.038, 0 %, 5248 MiB, 151.10 W, 2917 MHz, 49
2026/09/13 18:42:20.289, 25 %, 9472 MiB, 95.46 W, 2917 MHz, 48
2026/09/13 18:42:20.539, 25 %, 10304 MiB, 95.46 W, 2917 MHz, 48
2026/09/13 18:42:20.789, 0 %, 10304 MiB, 102.63 W, 2917 MHz, 48
2026/09/13 18:42:21.039, 0 %, 10304 MiB, 102.63 W, 2917 MHz, 48
2026/09/13 18:42:21.289, 99 %, 10304 MiB, 238.77 W, 2910 MHz, 56
2026/09/13 18:42:21.539, 99 %, 10304 MiB, 238.77 W, 2910 MHz, 56
2026/09/13 18:42:21.789, 97 %, 10304 MiB, 389.49 W, 2902 MHz, 57
2026/09/13 18:42:22.040, 97 %, 10304 MiB, 389.49 W, 2902 MHz, 57
2026/09/13 18:42:22.290, 97 %, 10304 MiB, 428.81 W, 2887 MHz, 59
2026/09/13 18:42:22.540, 97 %, 2 MiB, 428.81 W, 2887 MHz, 59
2026/09/13 18:42:22.790, 0 %, 544 MiB, 295.43 W, 2910 MHz, 50
2026/09/13 18:42:23.040, 0 %, 544 MiB, 295.43 W, 2910 MHz, 50
2026/09/13 18:42:23.290, 0 %, 3072 MiB, 136.82 W, 2917 MHz, 49
2026/09/13 18:42:23.541, 0 %, 5536 MiB, 136.82 W, 2917 MHz, 49
2026/09/13 18:42:23.791, 25 %, 10304 MiB, 93.67 W, 2917 MHz, 49
2026/09/13 18:42:24.041, 25 %, 10304 MiB, 93.67 W, 2917 MHz, 49
2026/09/13 18:42:24.291, 0 %, 10304 MiB, 100.28 W, 2917 MHz, 48
2026/09/13 18:42:24.541, 0 %, 10304 MiB, 100.28 W, 2917 MHz, 48
2026/09/13 18:42:24.791, 99 %, 10304 MiB, 231.21 W, 2902 MHz, 56
2026/09/13 18:42:25.042, 99 %, 10304 MiB, 231.21 W, 2902 MHz, 56
2026/09/13 18:42:25.292, 97 %, 10304 MiB, 398.94 W, 2902 MHz, 58
2026/09/13 18:42:25.542, 97 %, 10304 MiB, 398.94 W, 2902 MHz, 58
2026/09/13 18:42:25.792, 91 %, 10304 MiB, 429.99 W, 2887 MHz, 59
2026/09/13 18:42:26.042, 91 %, 21 MiB, 429.99 W, 2887 MHz, 59
2026/09/13 18:42:26.293, 0 %, 544 MiB, 287.43 W, 2917 MHz, 50
2026/09/13 18:42:26.543, 0 %, 544 MiB, 287.43 W, 2917 MHz, 50
2026/09/13 18:42:26.793, 0 %, 3456 MiB, 128.32 W, 2917 MHz, 49
2026/09/13 18:42:27.043, 0 %, 5920 MiB, 128.32 W, 2917 MHz, 49
2026/09/13 18:42:27.294, 25 %, 10304 MiB, 93.33 W, 2917 MHz, 49
2026/09/13 18:42:27.544, 25 %, 10304 MiB, 93.33 W, 2917 MHz, 49
2026/09/13 18:42:27.794, 16 %, 10304 MiB, 103.02 W, 2917 MHz, 49
2026/09/13 18:42:28.044, 16 %, 10304 MiB, 103.02 W, 2917 MHz, 49
2026/09/13 18:42:28.294, 99 %, 10304 MiB, 259.79 W, 2902 MHz, 56
2026/09/13 18:42:28.544, 99 %, 10304 MiB, 259.79 W, 2902 MHz, 56
2026/09/13 18:42:28.795, 97 %, 10304 MiB, 411.43 W, 2902 MHz, 58
2026/09/13 18:42:29.045, 97 %, 10304 MiB, 411.43 W, 2902 MHz, 58
2026/09/13 18:42:29.295, 0 %, 21 MiB, 364.68 W, 2887 MHz, 51
2026/09/13 18:42:29.548, 0 %, 544 MiB, 222.80 W, 2917 MHz, 51
2026/09/13 18:42:29.798, 0 %, 544 MiB, 222.80 W, 2917 MHz, 50
2026/09/13 18:42:30.048, 0 %, 3296 MiB, 96.50 W, 2917 MHz, 50
2026/09/13 18:42:30.298, 26 %, 5792 MiB, 96.50 W, 2917 MHz, 49
2026/09/13 18:42:30.548, 73 %, 10304 MiB, 102.95 W, 2917 MHz, 51
2026/09/13 18:42:30.799, 73 %, 10304 MiB, 102.95 W, 2917 MHz, 51
2026/09/13 18:42:31.049, 99 %, 10304 MiB, 174.65 W, 2910 MHz, 55
2026/09/13 18:42:31.299, 99 %, 10304 MiB, 174.65 W, 2910 MHz, 55
2026/09/13 18:42:31.549, 99 %, 10304 MiB, 312.45 W, 2902 MHz, 57
2026/09/13 18:42:31.799, 99 %, 10304 MiB, 312.45 W, 2902 MHz, 57
2026/09/13 18:42:32.049, 97 %, 10304 MiB, 422.87 W, 2887 MHz, 59
2026/09/13 18:42:32.299, 97 %, 10304 MiB, 422.87 W, 2887 MHz, 59
2026/09/13 18:42:32.550, 11 %, 2 MiB, 290.27 W, 2910 MHz, 50
2026/09/13 18:42:32.800, 11 %, 544 MiB, 290.27 W, 2910 MHz, 50
2026/09/13 18:42:33.050, 0 %, 544 MiB, 121.00 W, 2917 MHz, 49
2026/09/13 18:42:33.300, 0 %, 3072 MiB, 121.00 W, 2917 MHz, 49
2026/09/13 18:42:33.550, 25 %, 5536 MiB, 95.33 W, 2917 MHz, 49
2026/09/13 18:42:33.800, 25 %, 10304 MiB, 95.33 W, 2917 MHz, 49
2026/09/13 18:42:34.051, 0 %, 10304 MiB, 101.20 W, 2917 MHz, 49
2026/09/13 18:42:34.301, 0 %, 10304 MiB, 101.20 W, 2917 MHz, 49
2026/09/13 18:42:34.551, 99 %, 10304 MiB, 229.85 W, 2902 MHz, 56
2026/09/13 18:42:34.801, 99 %, 10304 MiB, 229.85 W, 2902 MHz, 56
2026/09/13 18:42:35.051, 97 %, 10304 MiB, 367.26 W, 2902 MHz, 58
2026/09/13 18:42:35.301, 97 %, 10304 MiB, 367.26 W, 2902 MHz, 58
2026/09/13 18:42:35.551, 63 %, 10304 MiB, 421.05 W, 2887 MHz, 60
2026/09/13 18:42:35.802, 63 %, 10301 MiB, 421.05 W, 2887 MHz, 60
2026/09/13 18:42:36.052, 0 %, 508 MiB, 263.42 W, 2917 MHz, 51
2026/09/13 18:42:36.302, 0 %, 544 MiB, 263.42 W, 2917 MHz, 51
2026/09/13 18:42:36.552, 19 %, 1408 MiB, 119.43 W, 2917 MHz, 49
2026/09/13 18:42:36.802, 19 %, 3904 MiB, 119.43 W, 2917 MHz, 49
2026/09/13 18:42:37.052, 25 %, 6336 MiB, 94.34 W, 2917 MHz, 49
2026/09/13 18:42:37.303, 25 %, 10304 MiB, 94.34 W, 2917 MHz, 49
2026/09/13 18:42:37.553, 50 %, 10304 MiB, 111.16 W, 2910 MHz, 51
2026/09/13 18:42:37.803, 50 %, 10304 MiB, 111.16 W, 2910 MHz, 51
2026/09/13 18:42:38.053, 99 %, 10304 MiB, 271.54 W, 2902 MHz, 57
2026/09/13 18:42:38.303, 99 %, 10304 MiB, 271.54 W, 2902 MHz, 57
2026/09/13 18:42:38.553, 97 %, 10304 MiB, 415.76 W, 2895 MHz, 59
2026/09/13 18:42:38.804, 97 %, 10304 MiB, 415.76 W, 2895 MHz, 59
2026/09/13 18:42:39.054, 0 %, 10304 MiB, 396.29 W, 2887 MHz, 54
2026/09/13 18:42:39.304, 0 %, 2 MiB, 396.29 W, 2887 MHz, 54
2026/09/13 18:42:39.554, 1 %, 544 MiB, 253.55 W, 2917 MHz, 50
2026/09/13 18:42:39.804, 1 %, 544 MiB, 253.55 W, 2917 MHz, 50
2026/09/13 18:42:40.054, 40 %, 2304 MiB, 96.88 W, 2917 MHz, 50
2026/09/13 18:42:40.304, 40 %, 4800 MiB, 96.88 W, 2917 MHz, 50
2026/09/13 18:42:40.555, 25 %, 8000 MiB, 93.64 W, 2917 MHz, 49
2026/09/13 18:42:40.805, 25 %, 10304 MiB, 93.64 W, 2917 MHz, 49
2026/09/13 18:42:41.055, 99 %, 10304 MiB, 137.24 W, 2917 MHz, 54
2026/09/13 18:42:41.305, 99 %, 10304 MiB, 137.24 W, 2917 MHz, 54
2026/09/13 18:42:41.555, 99 %, 10304 MiB, 301.07 W, 2902 MHz, 57
2026/09/13 18:42:41.805, 99 %, 10304 MiB, 301.07 W, 2902 MHz, 57
2026/09/13 18:42:42.055, 97 %, 10304 MiB, 420.16 W, 2887 MHz, 59
2026/09/13 18:42:42.306, 97 %, 10304 MiB, 420.16 W, 2887 MHz, 59
2026/09/13 18:42:42.556, 0 %, 10304 MiB, 360.75 W, 2895 MHz, 52
2026/09/13 18:42:42.806, 0 %, 22 MiB, 360.75 W, 2895 MHz, 52
2026/09/13 18:42:43.056, 0 %, 544 MiB, 191.97 W, 2917 MHz, 50
2026/09/13 18:42:43.307, 0 %, 1344 MiB, 191.97 W, 2917 MHz, 50
2026/09/13 18:42:43.557, 27 %, 3648 MiB, 96.32 W, 2917 MHz, 50
2026/09/13 18:42:43.807, 27 %, 6112 MiB, 96.32 W, 2917 MHz, 50
2026/09/13 18:42:44.057, 63 %, 10304 MiB, 102.81 W, 2917 MHz, 51
2026/09/13 18:42:44.307, 63 %, 10304 MiB, 102.81 W, 2917 MHz, 51
2026/09/13 18:42:44.557, 99 %, 10304 MiB, 179.40 W, 2730 MHz, 56
2026/09/13 18:42:44.808, 99 %, 10304 MiB, 179.40 W, 2730 MHz, 56
2026/09/13 18:42:45.058, 99 %, 10304 MiB, 329.62 W, 2902 MHz, 57
2026/09/13 18:42:45.308, 99 %, 10304 MiB, 329.62 W, 2902 MHz, 57
2026/09/13 18:42:45.558, 98 %, 10304 MiB, 422.95 W, 2887 MHz, 60
2026/09/13 18:42:45.808, 98 %, 10304 MiB, 422.95 W, 2887 MHz, 60
2026/09/13 18:42:46.058, 18 %, 2 MiB, 315.21 W, 2902 MHz, 52
2026/09/13 18:42:46.308, 18 %, 544 MiB, 315.21 W, 2902 MHz, 52
2026/09/13 18:42:46.559, 0 %, 544 MiB, 145.60 W, 2917 MHz, 50
2026/09/13 18:42:46.809, 0 %, 2432 MiB, 145.60 W, 2917 MHz, 50
2026/09/13 18:42:47.059, 26 %, 4960 MiB, 96.41 W, 2917 MHz, 50
2026/09/13 18:42:47.309, 26 %, 8000 MiB, 96.41 W, 2917 MHz, 50
2026/09/13 18:42:47.559, 4 %, 10304 MiB, 103.33 W, 2917 MHz, 50
2026/09/13 18:42:47.809, 4 %, 10304 MiB, 103.33 W, 2917 MHz, 50
2026/09/13 18:42:48.060, 99 %, 10304 MiB, 221.58 W, 2887 MHz, 57
2026/09/13 18:42:48.310, 99 %, 10304 MiB, 221.58 W, 2887 MHz, 57
2026/09/13 18:42:48.560, 97 %, 10304 MiB, 345.62 W, 2902 MHz, 59
2026/09/13 18:42:48.810, 97 %, 10304 MiB, 345.62 W, 2902 MHz, 59
2026/09/13 18:42:49.060, 91 %, 10304 MiB, 428.98 W, 2887 MHz, 60
2026/09/13 18:42:49.310, 91 %, 10304 MiB, 428.98 W, 2887 MHz, 60
2026/09/13 18:42:49.560, 0 %, 36 MiB, 273.19 W, 2910 MHz, 51
2026/09/13 18:42:49.810, 0 %, 544 MiB, 273.19 W, 2910 MHz, 51
2026/09/13 18:42:50.061, 4 %, 1344 MiB, 96.73 W, 2917 MHz, 50
2026/09/13 18:42:50.311, 4 %, 3808 MiB, 96.73 W, 2917 MHz, 50
2026/09/13 18:42:50.561, 25 %, 6240 MiB, 94.40 W, 2917 MHz, 50
2026/09/13 18:42:50.811, 25 %, 10304 MiB, 94.40 W, 2917 MHz, 50
2026/09/13 18:42:51.061, 31 %, 10304 MiB, 106.93 W, 2917 MHz, 50
2026/09/13 18:42:51.312, 31 %, 10304 MiB, 106.93 W, 2917 MHz, 50
2026/09/13 18:42:51.562, 99 %, 10304 MiB, 266.31 W, 2902 MHz, 57
2026/09/13 18:42:51.812, 99 %, 10304 MiB, 266.31 W, 2902 MHz, 57
2026/09/13 18:42:52.062, 97 %, 10304 MiB, 414.65 W, 2895 MHz, 59
2026/09/13 18:42:52.312, 97 %, 10304 MiB, 414.65 W, 2895 MHz, 59
2026/09/13 18:42:52.562, 0 %, 10304 MiB, 385.95 W, 2887 MHz, 54
2026/09/13 18:42:52.812, 0 %, 2 MiB, 385.95 W, 2887 MHz, 54
2026/09/13 18:42:53.063, 1 %, 544 MiB, 246.07 W, 2917 MHz, 51
2026/09/13 18:42:53.313, 1 %, 544 MiB, 246.07 W, 2917 MHz, 51
2026/09/13 18:42:53.563, 29 %, 2624 MiB, 96.53 W, 2917 MHz, 50
2026/09/13 18:42:53.813, 29 %, 5120 MiB, 96.53 W, 2917 MHz, 50
2026/09/13 18:42:54.063, 28 %, 8960 MiB, 93.60 W, 2917 MHz, 50
2026/09/13 18:42:54.313, 28 %, 10304 MiB, 93.60 W, 2917 MHz, 50
2026/09/13 18:42:54.564, 99 %, 10304 MiB, 154.18 W, 2917 MHz, 56
2026/09/13 18:42:54.814, 99 %, 10304 MiB, 154.18 W, 2917 MHz, 56
2026/09/13 18:42:55.064, 99 %, 10304 MiB, 322.54 W, 2902 MHz, 58
2026/09/13 18:42:55.314, 99 %, 10304 MiB, 322.54 W, 2902 MHz, 58
2026/09/13 18:42:55.564, 98 %, 10304 MiB, 436.96 W, 2865 MHz, 61
2026/09/13 18:42:55.814, 98 %, 10304 MiB, 436.96 W, 2865 MHz, 61
2026/09/13 18:42:56.064, 0 %, 10301 MiB, 362.81 W, 2895 MHz, 52
2026/09/13 18:42:56.315, 0 %, 508 MiB, 362.81 W, 2895 MHz, 52
2026/09/13 18:42:56.565, 0 %, 544 MiB, 205.17 W, 2917 MHz, 51
2026/09/13 18:42:56.815, 0 %, 1344 MiB, 205.17 W, 2917 MHz, 51
2026/09/13 18:42:57.065, 27 %, 3904 MiB, 96.90 W, 2917 MHz, 50
2026/09/13 18:42:57.315, 27 %, 6336 MiB, 96.90 W, 2917 MHz, 50
2026/09/13 18:42:57.565, 49 %, 10304 MiB, 103.36 W, 2917 MHz, 51
2026/09/13 18:42:57.816, 49 %, 10304 MiB, 103.36 W, 2917 MHz, 51
2026/09/13 18:42:58.066, 99 %, 10304 MiB, 185.85 W, 2880 MHz, 57
2026/09/13 18:42:58.316, 99 %, 10304 MiB, 185.85 W, 2880 MHz, 57
2026/09/13 18:42:58.566, 99 %, 10304 MiB, 347.82 W, 2902 MHz, 58
2026/09/13 18:42:58.816, 99 %, 10304 MiB, 347.82 W, 2902 MHz, 58
2026/09/13 18:42:59.066, 98 %, 10304 MiB, 440.51 W, 2880 MHz, 61
2026/09/13 18:42:59.316, 98 %, 10304 MiB, 440.51 W, 2880 MHz, 61
2026/09/13 18:42:59.567, 17 %, 2 MiB, 331.03 W, 2902 MHz, 52
2026/09/13 18:42:59.817, 17 %, 544 MiB, 331.03 W, 2902 MHz, 52
2026/09/13 18:43:00.067, 0 %, 544 MiB, 138.99 W, 2917 MHz, 51
2026/09/13 18:43:00.317, 0 %, 2688 MiB, 138.99 W, 2917 MHz, 51
2026/09/13 18:43:00.567, 26 %, 5184 MiB, 96.58 W, 2917 MHz, 51
2026/09/13 18:43:00.818, 26 %, 9216 MiB, 96.58 W, 2917 MHz, 51
2026/09/13 18:43:01.068, 4 %, 10304 MiB, 102.42 W, 2917 MHz, 51
2026/09/13 18:43:01.318, 4 %, 10304 MiB, 102.42 W, 2917 MHz, 51
2026/09/13 18:43:01.568, 99 %, 10304 MiB, 227.67 W, 2872 MHz, 58
2026/09/13 18:43:01.818, 99 %, 10304 MiB, 227.67 W, 2872 MHz, 58
2026/09/13 18:43:02.068, 98 %, 10304 MiB, 401.84 W, 2902 MHz, 62
2026/09/13 18:43:02.318, 98 %, 10304 MiB, 401.84 W, 2902 MHz, 62
2026/09/13 18:43:02.568, 32 %, 10304 MiB, 423.91 W, 2887 MHz, 57
2026/09/13 18:43:02.819, 32 %, 2 MiB, 423.91 W, 2887 MHz, 57
2026/09/13 18:43:03.070, 1 %, 544 MiB, 279.29 W, 2910 MHz, 52
2026/09/13 18:43:03.320, 1 %, 544 MiB, 279.29 W, 2910 MHz, 52
2026/09/13 18:43:03.570, 37 %, 1984 MiB, 97.51 W, 2917 MHz, 51
2026/09/13 18:43:03.820, 37 %, 4512 MiB, 97.51 W, 2917 MHz, 51
2026/09/13 18:43:04.071, 25 %, 6912 MiB, 94.75 W, 2917 MHz, 51
2026/09/13 18:43:04.321, 25 %, 10304 MiB, 94.75 W, 2917 MHz, 51
2026/09/13 18:43:04.571, 86 %, 10304 MiB, 132.71 W, 2872 MHz, 59
2026/09/13 18:43:04.821, 86 %, 10304 MiB, 132.71 W, 2872 MHz, 59
2026/09/13 18:43:05.071, 99 %, 10304 MiB, 294.67 W, 2902 MHz, 58
2026/09/13 18:43:05.321, 99 %, 10304 MiB, 294.67 W, 2902 MHz, 58
2026/09/13 18:43:05.571, 98 %, 10304 MiB, 430.40 W, 2865 MHz, 61
2026/09/13 18:43:05.821, 98 %, 10304 MiB, 430.40 W, 2865 MHz, 61
2026/09/13 18:43:06.072, 0 %, 10304 MiB, 368.29 W, 2895 MHz, 53
2026/09/13 18:43:06.322, 0 %, 108 MiB, 368.29 W, 2895 MHz, 53
2026/09/13 18:43:06.572, 0 %, 544 MiB, 195.12 W, 2917 MHz, 51
2026/09/13 18:43:06.822, 0 %, 1344 MiB, 195.12 W, 2917 MHz, 51
2026/09/13 18:43:07.072, 27 %, 3840 MiB, 97.06 W, 2917 MHz, 51
2026/09/13 18:43:07.323, 27 %, 6240 MiB, 97.06 W, 2917 MHz, 51
2026/09/13 18:43:07.573, 64 %, 10304 MiB, 103.06 W, 2917 MHz, 52
2026/09/13 18:43:07.823, 64 %, 10432 MiB, 103.06 W, 2917 MHz, 52
2026/09/13 18:43:08.073, 99 %, 10432 MiB, 195.99 W, 2865 MHz, 58
2026/09/13 18:43:08.323, 99 %, 10432 MiB, 195.99 W, 2865 MHz, 58
2026/09/13 18:43:08.573, 99 %, 10432 MiB, 347.17 W, 2902 MHz, 59
2026/09/13 18:43:08.823, 99 %, 10432 MiB, 347.17 W, 2902 MHz, 59
2026/09/13 18:43:09.074, 98 %, 10432 MiB, 433.20 W, 2850 MHz, 61
2026/09/13 18:43:09.324, 98 %, 10432 MiB, 433.20 W, 2850 MHz, 61
2026/09/13 18:43:09.574, 16 %, 2 MiB, 337.54 W, 2902 MHz, 53
2026/09/13 18:43:09.824, 16 %, 544 MiB, 337.54 W, 2902 MHz, 53
2026/09/13 18:43:10.074, 0 %, 544 MiB, 151.89 W, 2917 MHz, 51
2026/09/13 18:43:10.324, 0 %, 2144 MiB, 151.89 W, 2917 MHz, 51
2026/09/13 18:43:10.574, 26 %, 4640 MiB, 95.91 W, 2917 MHz, 51
2026/09/13 18:43:10.825, 26 %, 7040 MiB, 95.91 W, 2917 MHz, 51
2026/09/13 18:43:11.075, 5 %, 10304 MiB, 103.58 W, 2917 MHz, 51
2026/09/13 18:43:11.325, 5 %, 10432 MiB, 103.58 W, 2917 MHz, 51
2026/09/13 18:43:11.575, 99 %, 10432 MiB, 221.32 W, 2857 MHz, 58
2026/09/13 18:43:11.825, 99 %, 10432 MiB, 221.32 W, 2857 MHz, 58
2026/09/13 18:43:12.075, 99 %, 10432 MiB, 373.82 W, 2902 MHz, 59
2026/09/13 18:43:12.325, 99 %, 10432 MiB, 373.82 W, 2902 MHz, 59
2026/09/13 18:43:12.575, 98 %, 10432 MiB, 435.25 W, 2887 MHz, 61
2026/09/13 18:43:12.826, 98 %, 10432 MiB, 435.25 W, 2887 MHz, 61
2026/09/13 18:43:13.076, 18 %, 21 MiB, 314.77 W, 2910 MHz, 53
2026/09/13 18:43:13.326, 18 %, 544 MiB, 314.77 W, 2910 MHz, 53
2026/09/13 18:43:13.576, 0 %, 1344 MiB, 123.19 W, 2917 MHz, 51
2026/09/13 18:43:13.826, 0 %, 3552 MiB, 123.19 W, 2917 MHz, 51
2026/09/13 18:43:14.076, 25 %, 5984 MiB, 94.51 W, 2917 MHz, 51
2026/09/13 18:43:14.327, 25 %, 10304 MiB, 94.51 W, 2917 MHz, 51
2026/09/13 18:43:14.577, 0 %, 10304 MiB, 102.38 W, 2917 MHz, 51
2026/09/13 18:43:14.827, 0 %, 10304 MiB, 102.38 W, 2917 MHz, 51
2026/09/13 18:43:15.077, 99 %, 10304 MiB, 243.71 W, 2902 MHz, 59
2026/09/13 18:43:15.327, 99 %, 10304 MiB, 243.71 W, 2902 MHz, 59
2026/09/13 18:43:15.577, 97 %, 10304 MiB, 387.66 W, 2895 MHz, 61
2026/09/13 18:43:15.828, 97 %, 10304 MiB, 387.66 W, 2895 MHz, 61
2026/09/13 18:43:16.078, 0 %, 10304 MiB, 379.05 W, 2887 MHz, 54
2026/09/13 18:43:16.328, 0 %, 21 MiB, 379.05 W, 2887 MHz, 54
2026/09/13 18:43:16.578, 0 %, 544 MiB, 214.88 W, 2910 MHz, 52
2026/09/13 18:43:16.829, 0 %, 544 MiB, 214.88 W, 2910 MHz, 52
2026/09/13 18:43:17.079, 27 %, 3392 MiB, 97.38 W, 2917 MHz, 51
2026/09/13 18:43:17.329, 27 %, 5856 MiB, 97.38 W, 2917 MHz, 51
2026/09/13 18:43:17.579, 64 %, 10304 MiB, 104.06 W, 2917 MHz, 53
2026/09/13 18:43:17.829, 64 %, 10304 MiB, 104.06 W, 2917 MHz, 53
2026/09/13 18:43:18.079, 99 %, 10304 MiB, 174.34 W, 2910 MHz, 57
2026/09/13 18:43:18.330, 99 %, 10304 MiB, 174.34 W, 2910 MHz, 57
2026/09/13 18:43:18.580, 99 %, 10304 MiB, 314.28 W, 2902 MHz, 59
2026/09/13 18:43:18.830, 99 %, 10304 MiB, 314.28 W, 2902 MHz, 59
2026/09/13 18:43:19.080, 98 %, 10304 MiB, 433.12 W, 2880 MHz, 62
2026/09/13 18:43:19.330, 98 %, 10304 MiB, 433.12 W, 2880 MHz, 62
2026/09/13 18:43:19.580, 17 %, 2 MiB, 316.21 W, 2910 MHz, 53
2026/09/13 18:43:19.830, 17 %, 544 MiB, 316.21 W, 2910 MHz, 53
2026/09/13 18:43:20.081, 0 %, 544 MiB, 160.05 W, 2917 MHz, 52
2026/09/13 18:43:20.331, 0 %, 3168 MiB, 160.05 W, 2917 MHz, 52
2026/09/13 18:43:20.581, 26 %, 5632 MiB, 95.37 W, 2917 MHz, 51
2026/09/13 18:43:20.831, 26 %, 10304 MiB, 95.37 W, 2917 MHz, 51
2026/09/13 18:43:21.081, 0 %, 10304 MiB, 103.49 W, 2910 MHz, 51
2026/09/13 18:43:21.331, 0 %, 10304 MiB, 103.49 W, 2910 MHz, 51
2026/09/13 18:43:21.582, 99 %, 10304 MiB, 250.64 W, 2902 MHz, 59
2026/09/13 18:43:21.832, 99 %, 10304 MiB, 250.64 W, 2902 MHz, 59
2026/09/13 18:43:22.082, 97 %, 10304 MiB, 411.68 W, 2902 MHz, 62
2026/09/13 18:43:22.332, 97 %, 10304 MiB, 411.68 W, 2902 MHz, 62
2026/09/13 18:43:22.582, 41 %, 10304 MiB, 428.38 W, 2887 MHz, 59
2026/09/13 18:43:22.832, 41 %, 2 MiB, 428.38 W, 2887 MHz, 59
2026/09/13 18:43:23.082, 1 %, 544 MiB, 262.68 W, 2910 MHz, 53
2026/09/13 18:43:23.332, 1 %, 544 MiB, 262.68 W, 2910 MHz, 53
2026/09/13 18:43:23.583, 33 %, 1984 MiB, 97.54 W, 2917 MHz, 52
2026/09/13 18:43:23.833, 33 %, 4512 MiB, 97.54 W, 2917 MHz, 52
2026/09/13 18:43:24.083, 25 %, 6912 MiB, 95.09 W, 2917 MHz, 51
2026/09/13 18:43:24.333, 25 %, 10304 MiB, 95.09 W, 2917 MHz, 51
2026/09/13 18:43:24.583, 79 %, 10304 MiB, 128.07 W, 2872 MHz, 58
2026/09/13 18:43:24.833, 79 %, 10304 MiB, 128.07 W, 2872 MHz, 58
2026/09/13 18:43:25.084, 99 %, 10304 MiB, 272.55 W, 2902 MHz, 59
2026/09/13 18:43:25.334, 99 %, 10304 MiB, 272.55 W, 2902 MHz, 59
2026/09/13 18:43:25.584, 98 %, 10304 MiB, 425.86 W, 2880 MHz, 62
2026/09/13 18:43:25.834, 98 %, 10304 MiB, 425.86 W, 2880 MHz, 62
2026/09/13 18:43:26.084, 0 %, 10304 MiB, 390.90 W, 2887 MHz, 55
2026/09/13 18:43:26.334, 0 %, 21 MiB, 390.90 W, 2887 MHz, 55
2026/09/13 18:43:26.584, 0 %, 544 MiB, 238.18 W, 2910 MHz, 52
2026/09/13 18:43:26.835, 0 %, 544 MiB, 238.18 W, 2910 MHz, 52
2026/09/13 18:43:27.085, 27 %, 3328 MiB, 97.82 W, 2917 MHz, 52
2026/09/13 18:43:27.335, 27 %, 5792 MiB, 97.82 W, 2917 MHz, 52
2026/09/13 18:43:27.585, 58 %, 10304 MiB, 102.25 W, 2917 MHz, 52
2026/09/13 18:43:27.835, 58 %, 10400 MiB, 102.25 W, 2917 MHz, 52
2026/09/13 18:43:28.085, 99 %, 10400 MiB, 169.98 W, 2880 MHz, 58
2026/09/13 18:43:28.336, 99 %, 10400 MiB, 169.98 W, 2880 MHz, 58
2026/09/13 18:43:28.586, 99 %, 10400 MiB, 329.39 W, 2902 MHz, 59
2026/09/13 18:43:28.836, 99 %, 10400 MiB, 329.39 W, 2902 MHz, 59
2026/09/13 18:43:29.086, 98 %, 10400 MiB, 432.78 W, 2842 MHz, 62
2026/09/13 18:43:29.336, 98 %, 10400 MiB, 432.78 W, 2842 MHz, 62
2026/09/13 18:43:29.586, 0 %, 2 MiB, 348.17 W, 2895 MHz, 54
2026/09/13 18:43:29.836, 0 %, 544 MiB, 348.17 W, 2895 MHz, 54
2026/09/13 18:43:30.087, 0 %, 544 MiB, 164.08 W, 2910 MHz, 52
2026/09/13 18:43:30.337, 0 %, 2176 MiB, 164.08 W, 2910 MHz, 52
2026/09/13 18:43:30.587, 27 %, 4704 MiB, 96.21 W, 2917 MHz, 52
2026/09/13 18:43:30.837, 27 %, 7104 MiB, 96.21 W, 2917 MHz, 52
2026/09/13 18:43:31.087, 9 %, 10304 MiB, 102.12 W, 2917 MHz, 52
2026/09/13 18:43:31.337, 9 %, 10400 MiB, 102.12 W, 2917 MHz, 52
2026/09/13 18:43:31.588, 99 %, 10400 MiB, 207.59 W, 2857 MHz, 59
2026/09/13 18:43:31.838, 99 %, 10400 MiB, 207.59 W, 2857 MHz, 59
2026/09/13 18:43:32.088, 99 %, 10400 MiB, 371.56 W, 2902 MHz, 60
2026/09/13 18:43:32.338, 99 %, 10400 MiB, 371.56 W, 2902 MHz, 60
2026/09/13 18:43:32.588, 98 %, 10400 MiB, 439.02 W, 2872 MHz, 62
2026/09/13 18:43:32.838, 98 %, 10400 MiB, 439.02 W, 2872 MHz, 62
2026/09/13 18:43:33.089, 0 %, 21 MiB, 311.71 W, 2910 MHz, 53
2026/09/13 18:43:33.339, 0 %, 544 MiB, 311.71 W, 2910 MHz, 53
2026/09/13 18:43:33.589, 0 %, 544 MiB, 118.38 W, 2917 MHz, 52
