[server] starting; models config = [("step35", "/workspace/models/step-3.7-flash/IQ4_XS/Step-3.7-flash-IQ4_XS-00001-of-00003.gguf", Some("/workspace/models/step-3.7-flash/Step3.7-flash-mtp-Q8_0.gguf"))]
[gpu-watch] Xid source: journalctl -k -f (/dev/kmsg unreadable — kernel.dmesg_restrict)
[gpu-watch] on: every 60s, probe deadline 10s, fatal Xid [48, 64, 79, 94, 95, 119, 120]
[worker] Engine ready (device=1, MEMRA_FAST=true)
[spec-gate] policy disabled by MEMRA_SPEC_GATE=0: always-spec
[spec-k] automatic table: prompt<1024 -> K=3; cold-long -> K=3; prompt>= 1024 and cached>= 1024 -> K=2
[worker] loading model "step35" <- /workspace/models/step-3.7-flash/IQ4_XS/Step-3.7-flash-IQ4_XS-00001-of-00003.gguf
[pp] cross-device transport: stage0=dev0 stage1=dev1 (cudaMemcpyPeerAsync per cross boundary; peer + default-pool access granted all pairs over [0, 1]; weight home: per-stage (sharded loader))
[moe] resident-experts decision (PP dev0): experts 45.72GB + trunk 3.92GB vs free 100.88GB (expert budget 94.97GB) -> RESIDENT
[moe] resident-experts decision (PP dev1): experts 55.35GB + trunk 3.92GB vs free 100.72GB (expert budget 94.81GB) -> RESIDENT
[fa] v4 decode family disabled: gqa 12 > fa_v4_smem capacity 8 (v3 lane serves)
[mtp-draft] step35 MTP geometry blk.45: n_head=96 n_head_kv=8 n_rot=128 rope_base=10000 swa=true window=512
[mtp-draft] external draft head: blk.45, source=nextn.shared_head_head.weight, head_vocab=128896 (full)
[worker] step35: regime draft attached (/workspace/models/step-3.7-flash/Step3.7-flash-mtp-Q8_0.gguf)
[worker]   loaded "step35": 45 layers, eos=128007
[worker] step35: template caps tools=true think=true think_switch=false chat_ok=true effort_levels=true gemma_think=false ctx=262144 tok="deepseek-v3" instruct=Some("chatml") chat_defaults=Some(0.5)/Some(0.9)
[worker] step35: decode chunk cap 8
[server] worker ready; serving models: ["step35"]
[server] listening on http://127.0.0.1:18209
[spec-acc] ctx=11900 burst=21/33 cum=7052/12486=0.565
[spec-acc] ctx=11933 burst=21/30 cum=7073/12516=0.565
[spec-acc] ctx=11965 burst=22/33 cum=7095/12549=0.565
[spec-acc] ctx=11999 burst=19/39 cum=7114/12588=0.565
[spec-acc] ctx=12032 burst=20/33 cum=7134/12621=0.565
[spec-acc] ctx=12064 burst=19/39 cum=7153/12660=0.565
[spec-acc] ctx=12097 burst=18/45 cum=7171/12705=0.564
[spec-acc] ctx=12131 burst=20/33 cum=7191/12738=0.565
[spec-acc] ctx=12163 burst=20/36 cum=7211/12774=0.565
[spec-acc] ctx=12196 burst=19/39 cum=7230/12813=0.564
[spec-acc] ctx=12229 burst=20/33 cum=7250/12846=0.564
[spec-acc] ctx=12261 burst=23/30 cum=7273/12876=0.565
[spec-acc] ctx=12295 burst=21/33 cum=7294/12909=0.565
[spec-acc] ctx=12328 burst=21/30 cum=7315/12939=0.565
[spec-acc] ctx=12360 burst=21/33 cum=7336/12972=0.566
[spec-acc] ctx=12393 burst=21/33 cum=7357/13005=0.566
[spec-acc] ctx=12426 burst=20/36 cum=7377/13041=0.566
[spec-acc] ctx=12459 burst=22/30 cum=7399/13071=0.566
[spec-acc] ctx=12492 burst=17/42 cum=7416/13113=0.566
[spec-acc] ctx=12524 burst=20/39 cum=7436/13152=0.565
[spec-acc] ctx=12558 burst=21/30 cum=7457/13182=0.566
[spec-acc] ctx=12590 burst=19/39 cum=7476/13221=0.565
[spec-acc] ctx=12623 burst=19/36 cum=7495/13257=0.565
[meter] admit id=cmpl-0f5b1dbc54f2d784049bc798e80d943b tenant=default lane=interactive model="step35"
[spec-k] model="step35" tenant="longdepth-ctx262144-on-t0p7-p1-gpu-d12288-gumbel-fix-rep2" K=3 source=cold-short prompt=368 cached=0 lcp=0 active=1 placement=pp2-cross-device
[spec-acc] ctx=368 burst=21/39 cum=21/39=0.538
[spec-acc] ctx=403 burst=17/42 cum=38/81=0.469
[spec-acc] ctx=435 burst=18/39 cum=56/120=0.467
[spec-acc] ctx=467 burst=16/48 cum=72/168=0.429
[spec-acc] ctx=500 burst=17/45 cum=89/213=0.418
[spec-acc] ctx=533 burst=18/42 cum=107/255=0.420
[spec-acc] ctx=566 burst=18/42 cum=125/297=0.421
[spec-acc] ctx=599 burst=19/39 cum=144/336=0.429
[spec-acc] ctx=632 burst=17/45 cum=161/381=0.423
[spec-acc] ctx=665 burst=19/45 cum=180/426=0.423
[spec-acc] ctx=700 burst=17/42 cum=197/468=0.421
[spec-acc] ctx=732 burst=19/36 cum=216/504=0.429
[spec-acc] ctx=764 burst=21/36 cum=237/540=0.439
[spec-acc] ctx=798 burst=20/42 cum=257/582=0.442
[spec-acc] ctx=833 burst=21/36 cum=278/618=0.450
[spec-acc] ctx=867 burst=16/45 cum=294/663=0.443
[spec-acc] ctx=899 burst=20/39 cum=314/702=0.447
[spec-acc] ctx=933 burst=18/39 cum=332/741=0.448
[spec-acc] ctx=965 burst=16/45 cum=348/786=0.443
[spec-acc] ctx=997 burst=18/39 cum=366/825=0.444
[spec-acc] ctx=1029 burst=19/39 cum=385/864=0.446
[spec-acc] ctx=1062 burst=17/45 cum=402/909=0.442
[spec-acc] ctx=1095 burst=20/36 cum=422/945=0.447
[spec-acc] ctx=1128 burst=22/36 cum=444/981=0.453
[spec-acc] ctx=1163 burst=19/36 cum=463/1017=0.455
[spec-acc] ctx=1195 burst=17/45 cum=480/1062=0.452
[spec-acc] ctx=1228 burst=18/42 cum=498/1104=0.451
[spec-acc] ctx=1261 burst=20/39 cum=518/1143=0.453
[spec-acc] ctx=1295 burst=19/39 cum=537/1182=0.454
[spec-acc] ctx=1328 burst=19/42 cum=556/1224=0.454
[spec-acc] ctx=1362 burst=17/42 cum=573/1266=0.453
[spec-acc] ctx=1394 burst=18/39 cum=591/1305=0.453
[spec-acc] ctx=1426 burst=20/36 cum=611/1341=0.456
[spec-acc] ctx=1459 burst=21/30 cum=632/1371=0.461
[spec-acc] ctx=1491 burst=23/30 cum=655/1401=0.468
[spec-acc] ctx=1525 burst=24/27 cum=679/1428=0.475
[spec-acc] ctx=1559 burst=20/33 cum=699/1461=0.478
[spec-acc] ctx=1591 burst=22/30 cum=721/1491=0.484
[spec-acc] ctx=1624 burst=23/33 cum=744/1524=0.488
[spec-acc] ctx=1659 burst=22/36 cum=766/1560=0.491
[spec-acc] ctx=1694 burst=23/30 cum=789/1590=0.496
[spec-acc] ctx=1728 burst=22/30 cum=811/1620=0.501
[spec-acc] ctx=1761 burst=22/33 cum=833/1653=0.504
[spec-acc] ctx=1795 burst=21/33 cum=854/1686=0.507
[spec-acc] ctx=1828 burst=21/30 cum=875/1716=0.510
[spec-acc] ctx=1860 burst=23/33 cum=898/1749=0.513
[spec-acc] ctx=1895 burst=22/30 cum=920/1779=0.517
[spec-acc] ctx=1928 burst=21/30 cum=941/1809=0.520
[spec-acc] ctx=1960 burst=23/30 cum=964/1839=0.524
[spec-acc] ctx=1994 burst=23/30 cum=987/1869=0.528
[spec-acc] ctx=2028 burst=21/30 cum=1008/1899=0.531
[spec-acc] ctx=2060 burst=23/30 cum=1031/1929=0.534
[spec-acc] ctx=2094 burst=22/30 cum=1053/1959=0.538
[spec-acc] ctx=2127 burst=22/33 cum=1075/1992=0.540
[spec-acc] ctx=2161 burst=22/33 cum=1097/2025=0.542
[spec-acc] ctx=2195 burst=22/30 cum=1119/2055=0.545
[spec-acc] ctx=2228 burst=21/33 cum=1140/2088=0.546
[spec-acc] ctx=2261 burst=23/30 cum=1163/2118=0.549
[spec-acc] ctx=2295 burst=21/30 cum=1184/2148=0.551
[spec-acc] ctx=2327 burst=22/27 cum=1206/2175=0.554
[spec-acc] ctx=2359 burst=21/33 cum=1227/2208=0.556
[spec-acc] ctx=2392 burst=20/36 cum=1247/2244=0.556
[spec-acc] ctx=2425 burst=23/30 cum=1270/2274=0.558
[spec-acc] ctx=2459 burst=20/33 cum=1290/2307=0.559
[spec-acc] ctx=2491 burst=22/30 cum=1312/2337=0.561
[spec-acc] ctx=2524 burst=23/30 cum=1335/2367=0.564
[spec-acc] ctx=2558 burst=20/33 cum=1355/2400=0.565
[spec-acc] ctx=2590 burst=23/30 cum=1378/2430=0.567
[spec-acc] ctx=2624 burst=23/33 cum=1401/2463=0.569
[spec-acc] ctx=2659 burst=22/27 cum=1423/2490=0.571
[spec-acc] ctx=2691 burst=23/30 cum=1446/2520=0.574
[spec-acc] ctx=2725 burst=22/30 cum=1468/2550=0.576
[spec-acc] ctx=2758 burst=22/30 cum=1490/2580=0.578
[spec-acc] ctx=2791 burst=21/30 cum=1511/2610=0.579
[spec-acc] ctx=2823 burst=24/30 cum=1535/2640=0.581
[spec-acc] ctx=2858 burst=20/33 cum=1555/2673=0.582
[spec-acc] ctx=2890 burst=21/30 cum=1576/2703=0.583
[spec-acc] ctx=2922 burst=22/30 cum=1598/2733=0.585
[spec-acc] ctx=2955 burst=22/30 cum=1620/2763=0.586
[spec-acc] ctx=2988 burst=21/30 cum=1641/2793=0.588
[spec-acc] ctx=3020 burst=21/36 cum=1662/2829=0.587
[spec-acc] ctx=3054 burst=22/30 cum=1684/2859=0.589
[spec-acc] ctx=3087 burst=22/33 cum=1706/2892=0.590
[spec-acc] ctx=3121 burst=21/33 cum=1727/2925=0.590
[spec-acc] ctx=3154 burst=22/33 cum=1749/2958=0.591
[spec-acc] ctx=3188 burst=21/33 cum=1770/2991=0.592
[spec-acc] ctx=3221 burst=22/33 cum=1792/3024=0.593
[spec-acc] ctx=3255 burst=21/30 cum=1813/3054=0.594
[spec-acc] ctx=3287 burst=21/33 cum=1834/3087=0.594
[spec-acc] ctx=3320 burst=22/30 cum=1856/3117=0.595
[spec-acc] ctx=3353 burst=19/36 cum=1875/3153=0.595
[spec-acc] ctx=3385 burst=20/33 cum=1895/3186=0.595
[spec-acc] ctx=3417 burst=22/33 cum=1917/3219=0.596
[spec-acc] ctx=3451 burst=21/30 cum=1938/3249=0.596
[spec-acc] ctx=3483 burst=20/33 cum=1958/3282=0.597
[spec-acc] ctx=3515 burst=21/33 cum=1979/3315=0.597
[spec-acc] ctx=3548 burst=22/30 cum=2001/3345=0.598
[spec-acc] ctx=3581 burst=22/30 cum=2023/3375=0.599
[spec-acc] ctx=3614 burst=23/30 cum=2046/3405=0.601
[spec-acc] ctx=3648 burst=23/30 cum=2069/3435=0.602
[spec-acc] ctx=3682 burst=21/30 cum=2090/3465=0.603
[spec-acc] ctx=3714 burst=22/33 cum=2112/3498=0.604
[spec-acc] ctx=3748 burst=21/30 cum=2133/3528=0.605
[spec-acc] ctx=3780 burst=22/30 cum=2155/3558=0.606
[spec-acc] ctx=3813 burst=21/30 cum=2176/3588=0.606
[spec-acc] ctx=3845 burst=23/27 cum=2199/3615=0.608
[spec-acc] ctx=3878 burst=22/30 cum=2221/3645=0.609
[spec-acc] ctx=3911 burst=23/30 cum=2244/3675=0.611
[spec-acc] ctx=3945 burst=22/30 cum=2266/3705=0.612
[spec-acc] ctx=3978 burst=22/30 cum=2288/3735=0.613
[spec-acc] ctx=4011 burst=21/33 cum=2309/3768=0.613
[spec-acc] ctx=4044 burst=22/33 cum=2331/3801=0.613
[spec-acc] ctx=4078 burst=22/33 cum=2353/3834=0.614
[spec-acc] ctx=4112 burst=21/30 cum=2374/3864=0.614
[spec-acc] ctx=4144 burst=23/33 cum=2397/3897=0.615
[spec-acc] ctx=4179 burst=21/36 cum=2418/3933=0.615
[spec-acc] ctx=4213 burst=20/33 cum=2438/3966=0.615
[spec-acc] ctx=4245 burst=23/27 cum=2461/3993=0.616
[spec-acc] ctx=4278 burst=24/30 cum=2485/4023=0.618
[spec-acc] ctx=4313 burst=20/33 cum=2505/4056=0.618
[spec-acc] ctx=4345 burst=23/27 cum=2528/4083=0.619
[spec-acc] ctx=4378 burst=21/30 cum=2549/4113=0.620
[spec-acc] ctx=4410 burst=23/33 cum=2572/4146=0.620
[spec-acc] ctx=4445 burst=22/30 cum=2594/4176=0.621
[spec-acc] ctx=4478 burst=22/30 cum=2616/4206=0.622
[spec-acc] ctx=4511 burst=23/30 cum=2639/4236=0.623
[spec-acc] ctx=4545 burst=22/30 cum=2661/4266=0.624
[spec-acc] ctx=4578 burst=22/30 cum=2683/4296=0.625
[spec-acc] ctx=4611 burst=22/33 cum=2705/4329=0.625
[spec-acc] ctx=4645 burst=23/27 cum=2728/4356=0.626
[spec-acc] ctx=4678 burst=22/30 cum=2750/4386=0.627
[spec-acc] ctx=4711 burst=23/30 cum=2773/4416=0.628
[spec-acc] ctx=4745 burst=22/30 cum=2795/4446=0.629
[spec-acc] ctx=4778 burst=22/30 cum=2817/4476=0.629
[spec-acc] ctx=4811 burst=21/30 cum=2838/4506=0.630
[spec-acc] ctx=4843 burst=21/30 cum=2859/4536=0.630
[spec-acc] ctx=4875 burst=22/30 cum=2881/4566=0.631
[spec-acc] ctx=4908 burst=21/30 cum=2902/4596=0.631
[spec-acc] ctx=4940 burst=24/30 cum=2926/4626=0.633
[spec-acc] ctx=4975 burst=21/30 cum=2947/4656=0.633
[spec-acc] ctx=5007 burst=23/30 cum=2970/4686=0.634
[spec-acc] ctx=5041 burst=23/30 cum=2993/4716=0.635
[spec-acc] ctx=5075 burst=22/30 cum=3015/4746=0.635
[spec-acc] ctx=5108 burst=21/33 cum=3036/4779=0.635
[spec-acc] ctx=5141 burst=22/33 cum=3058/4812=0.635
[spec-acc] ctx=5175 burst=20/33 cum=3078/4845=0.635
[spec-acc] ctx=5207 burst=22/33 cum=3100/4878=0.636
[spec-acc] ctx=5241 burst=23/30 cum=3123/4908=0.636
[spec-acc] ctx=5275 burst=20/33 cum=3143/4941=0.636
[spec-acc] ctx=5307 burst=22/30 cum=3165/4971=0.637
[spec-acc] ctx=5340 burst=23/33 cum=3188/5004=0.637
[spec-acc] ctx=5375 burst=22/30 cum=3210/5034=0.638
[spec-acc] ctx=5408 burst=21/30 cum=3231/5064=0.638
[spec-acc] ctx=5440 burst=20/33 cum=3251/5097=0.638
[spec-acc] ctx=5472 burst=18/39 cum=3269/5136=0.636
[spec-acc] ctx=5504 burst=13/57 cum=3282/5193=0.632
[spec-acc] ctx=5537 burst=16/45 cum=3298/5238=0.630
[spec-acc] ctx=5569 burst=16/45 cum=3314/5283=0.627
[spec-acc] ctx=5601 burst=19/36 cum=3333/5319=0.627
[spec-acc] ctx=5633 burst=19/39 cum=3352/5358=0.626
[spec-acc] ctx=5666 burst=21/33 cum=3373/5391=0.626
[spec-acc] ctx=5699 burst=19/39 cum=3392/5430=0.625
[spec-acc] ctx=5732 burst=23/33 cum=3415/5463=0.625
[spec-acc] ctx=5767 burst=21/33 cum=3436/5496=0.625
[spec-acc] ctx=5800 burst=23/30 cum=3459/5526=0.626
[spec-acc] ctx=5834 burst=23/30 cum=3482/5556=0.627
[spec-acc] ctx=5868 burst=22/30 cum=3504/5586=0.627
[spec-acc] ctx=5901 burst=21/30 cum=3525/5616=0.628
[spec-acc] ctx=5933 burst=22/30 cum=3547/5646=0.628
[spec-acc] ctx=5966 burst=20/33 cum=3567/5679=0.628
[spec-acc] ctx=5998 burst=20/39 cum=3587/5718=0.627
[spec-acc] ctx=6032 burst=16/48 cum=3603/5766=0.625
[spec-acc] ctx=6065 burst=19/39 cum=3622/5805=0.624
[spec-acc] ctx=6098 burst=13/54 cum=3635/5859=0.620
[spec-acc] ctx=6130 burst=13/54 cum=3648/5913=0.617
[spec-acc] ctx=6162 burst=21/36 cum=3669/5949=0.617
[spec-acc] ctx=6196 burst=19/39 cum=3688/5988=0.616
[spec-acc] ctx=6229 burst=19/36 cum=3707/6024=0.615
[spec-acc] ctx=6261 burst=19/39 cum=3726/6063=0.615
[spec-acc] ctx=6294 burst=21/33 cum=3747/6096=0.615
[spec-acc] ctx=6327 burst=20/36 cum=3767/6132=0.614
[spec-acc] ctx=6360 burst=20/39 cum=3787/6171=0.614
[spec-acc] ctx=6394 burst=21/30 cum=3808/6201=0.614
[spec-acc] ctx=6426 burst=20/36 cum=3828/6237=0.614
[spec-acc] ctx=6459 burst=21/36 cum=3849/6273=0.614
[spec-acc] ctx=6493 burst=21/33 cum=3870/6306=0.614
[spec-acc] ctx=6526 burst=21/36 cum=3891/6342=0.614
[spec-acc] ctx=6560 burst=18/42 cum=3909/6384=0.612
[spec-acc] ctx=6593 burst=19/39 cum=3928/6423=0.612
[spec-acc] ctx=6626 burst=14/54 cum=3942/6477=0.609
[spec-acc] ctx=6659 burst=11/63 cum=3953/6540=0.604
[spec-acc] ctx=6692 burst=17/42 cum=3970/6582=0.603
[spec-acc] ctx=6724 burst=19/36 cum=3989/6618=0.603
[spec-acc] ctx=6756 burst=20/39 cum=4009/6657=0.602
[spec-acc] ctx=6790 burst=20/33 cum=4029/6690=0.602
[spec-acc] ctx=6822 burst=20/39 cum=4049/6729=0.602
[spec-acc] ctx=6856 burst=20/33 cum=4069/6762=0.602
[spec-acc] ctx=6888 burst=20/33 cum=4089/6795=0.602
[spec-acc] ctx=6920 burst=22/36 cum=4111/6831=0.602
[spec-acc] ctx=6955 burst=20/33 cum=4131/6864=0.602
[spec-acc] ctx=6987 burst=22/33 cum=4153/6897=0.602
[spec-acc] ctx=7021 burst=20/33 cum=4173/6930=0.602
[spec-acc] ctx=7053 burst=21/33 cum=4194/6963=0.602
[spec-acc] ctx=7086 burst=18/39 cum=4212/7002=0.602
[spec-acc] ctx=7118 burst=20/36 cum=4232/7038=0.601
[spec-acc] ctx=7151 burst=17/42 cum=4249/7080=0.600
[spec-acc] ctx=7183 burst=16/48 cum=4265/7128=0.598
[spec-acc] ctx=7216 burst=15/54 cum=4280/7182=0.596
[spec-acc] ctx=7250 burst=18/39 cum=4298/7221=0.595
[spec-acc] ctx=7282 burst=20/39 cum=4318/7260=0.595
[spec-acc] ctx=7316 burst=20/33 cum=4338/7293=0.595
[spec-acc] ctx=7348 burst=20/36 cum=4358/7329=0.595
[spec-acc] ctx=7381 burst=20/33 cum=4378/7362=0.595
[spec-acc] ctx=7413 burst=21/36 cum=4399/7398=0.595
[spec-acc] ctx=7447 burst=20/33 cum=4419/7431=0.595
[spec-acc] ctx=7479 burst=20/33 cum=4439/7464=0.595
[spec-acc] ctx=7511 burst=21/33 cum=4460/7497=0.595
[spec-acc] ctx=7544 burst=20/39 cum=4480/7536=0.594
[spec-acc] ctx=7578 burst=21/33 cum=4501/7569=0.595
[spec-acc] ctx=7611 burst=18/42 cum=4519/7611=0.594
[spec-acc] ctx=7644 burst=19/39 cum=4538/7650=0.593
[spec-acc] ctx=7677 burst=19/36 cum=4557/7686=0.593
[spec-acc] ctx=7709 burst=14/51 cum=4571/7737=0.591
[spec-acc] ctx=7741 burst=16/45 cum=4587/7782=0.589
[spec-acc] ctx=7773 burst=21/39 cum=4608/7821=0.589
[spec-acc] ctx=7808 burst=19/36 cum=4627/7857=0.589
[spec-acc] ctx=7840 burst=20/33 cum=4647/7890=0.589
[spec-acc] ctx=7872 burst=21/33 cum=4668/7923=0.589
[spec-acc] ctx=7905 burst=22/33 cum=4690/7956=0.589
[spec-acc] ctx=7939 burst=21/33 cum=4711/7989=0.590
[spec-acc] ctx=7972 burst=23/30 cum=4734/8019=0.590
[spec-acc] ctx=8006 burst=24/30 cum=4758/8049=0.591
[spec-acc] ctx=8041 burst=21/30 cum=4779/8079=0.592
[spec-acc] ctx=8073 burst=23/33 cum=4802/8112=0.592
[spec-acc] ctx=8108 burst=22/33 cum=4824/8145=0.592
[spec-acc] ctx=8142 burst=17/42 cum=4841/8187=0.591
[spec-acc] ctx=8174 burst=20/36 cum=4861/8223=0.591
[spec-acc] ctx=8207 burst=16/45 cum=4877/8268=0.590
[spec-acc] ctx=8239 burst=15/51 cum=4892/8319=0.588
[spec-acc] ctx=8272 burst=21/33 cum=4913/8352=0.588
[spec-acc] ctx=8305 burst=21/33 cum=4934/8385=0.588
[spec-acc] ctx=8338 burst=20/36 cum=4954/8421=0.588
[spec-acc] ctx=8371 burst=21/30 cum=4975/8451=0.589
[spec-acc] ctx=8403 burst=21/30 cum=4996/8481=0.589
[spec-acc] ctx=8435 burst=22/33 cum=5018/8514=0.589
[spec-acc] ctx=8469 burst=21/30 cum=5039/8544=0.590
[spec-acc] ctx=8501 burst=19/39 cum=5058/8583=0.589
[spec-acc] ctx=8534 burst=21/30 cum=5079/8613=0.590
[spec-acc] ctx=8566 burst=22/33 cum=5101/8646=0.590
[spec-acc] ctx=8600 burst=19/36 cum=5120/8682=0.590
[spec-acc] ctx=8632 burst=20/36 cum=5140/8718=0.590
[spec-acc] ctx=8665 burst=20/39 cum=5160/8757=0.589
[spec-acc] ctx=8699 burst=23/33 cum=5183/8790=0.590
[spec-acc] ctx=8734 burst=21/36 cum=5204/8826=0.590
[spec-acc] ctx=8768 burst=18/42 cum=5222/8868=0.589
[spec-acc] ctx=8801 burst=16/45 cum=5238/8913=0.588
[spec-acc] ctx=8833 burst=19/36 cum=5257/8949=0.587
[spec-acc] ctx=8865 burst=20/39 cum=5277/8988=0.587
[spec-acc] ctx=8899 burst=18/45 cum=5295/9033=0.586
[spec-acc] ctx=8933 burst=20/33 cum=5315/9066=0.586
[spec-acc] ctx=8965 burst=21/30 cum=5336/9096=0.587
[spec-acc] ctx=8997 burst=20/36 cum=5356/9132=0.587
[spec-acc] ctx=9030 burst=21/30 cum=5377/9162=0.587
[spec-acc] ctx=9062 burst=21/30 cum=5398/9192=0.587
[spec-acc] ctx=9094 burst=20/36 cum=5418/9228=0.587
[spec-acc] ctx=9127 burst=18/39 cum=5436/9267=0.587
[spec-acc] ctx=9159 burst=21/33 cum=5457/9300=0.587
[spec-acc] ctx=9192 burst=21/33 cum=5478/9333=0.587
[spec-acc] ctx=9225 burst=18/42 cum=5496/9375=0.586
[spec-acc] ctx=9258 burst=20/36 cum=5516/9411=0.586
[spec-acc] ctx=9291 burst=17/45 cum=5533/9456=0.585
[spec-acc] ctx=9324 burst=16/48 cum=5549/9504=0.584
[spec-acc] ctx=9357 burst=21/36 cum=5570/9540=0.584
[spec-acc] ctx=9391 burst=18/39 cum=5588/9579=0.583
[spec-acc] ctx=9423 burst=21/33 cum=5609/9612=0.584
[spec-acc] ctx=9456 burst=21/30 cum=5630/9642=0.584
[spec-acc] ctx=9488 burst=20/33 cum=5650/9675=0.584
[spec-acc] ctx=9520 burst=23/33 cum=5673/9708=0.584
[spec-acc] ctx=9555 burst=20/33 cum=5693/9741=0.584
[spec-acc] ctx=9587 burst=20/33 cum=5713/9774=0.585
[spec-acc] ctx=9619 burst=21/33 cum=5734/9807=0.585
[spec-acc] ctx=9652 burst=21/33 cum=5755/9840=0.585
[spec-acc] ctx=9685 burst=21/33 cum=5776/9873=0.585
[spec-acc] ctx=9718 burst=18/39 cum=5794/9912=0.585
[spec-acc] ctx=9750 burst=23/30 cum=5817/9942=0.585
[spec-acc] ctx=9784 burst=19/39 cum=5836/9981=0.585
[spec-acc] ctx=9817 burst=17/45 cum=5853/10026=0.584
[spec-acc] ctx=9850 burst=18/39 cum=5871/10065=0.583
[spec-acc] ctx=9882 burst=20/36 cum=5891/10101=0.583
[spec-acc] ctx=9915 burst=20/39 cum=5911/10140=0.583
[spec-acc] ctx=9949 burst=21/36 cum=5932/10176=0.583
[spec-acc] ctx=9983 burst=20/39 cum=5952/10215=0.583
[spec-acc] ctx=10017 burst=22/30 cum=5974/10245=0.583
[spec-acc] ctx=10050 burst=21/33 cum=5995/10278=0.583
[spec-acc] ctx=10083 burst=20/36 cum=6015/10314=0.583
[spec-acc] ctx=10116 burst=22/36 cum=6037/10350=0.583
[spec-acc] ctx=10151 burst=20/36 cum=6057/10386=0.583
[spec-acc] ctx=10184 burst=23/30 cum=6080/10416=0.584
[spec-acc] ctx=10218 burst=20/33 cum=6100/10449=0.584
[spec-acc] ctx=10250 burst=19/42 cum=6119/10491=0.583
[spec-acc] ctx=10284 burst=21/36 cum=6140/10527=0.583
[spec-acc] ctx=10318 burst=17/45 cum=6157/10572=0.582
[spec-acc] ctx=10351 burst=17/42 cum=6174/10614=0.582
[spec-acc] ctx=10383 burst=20/36 cum=6194/10650=0.582
[spec-acc] ctx=10416 burst=19/42 cum=6213/10692=0.581
[spec-acc] ctx=10450 burst=20/36 cum=6233/10728=0.581
[spec-acc] ctx=10483 burst=23/33 cum=6256/10761=0.581
[spec-acc] ctx=10518 burst=20/36 cum=6276/10797=0.581
[spec-acc] ctx=10551 burst=23/30 cum=6299/10827=0.582
[spec-acc] ctx=10585 burst=22/30 cum=6321/10857=0.582
[spec-acc] ctx=10618 burst=22/30 cum=6343/10887=0.583
[spec-acc] ctx=10651 burst=22/30 cum=6365/10917=0.583
[spec-acc] ctx=10684 burst=22/30 cum=6387/10947=0.583
[spec-acc] ctx=10717 burst=23/30 cum=6410/10977=0.584
[spec-acc] ctx=10751 burst=22/33 cum=6432/11010=0.584
[spec-acc] ctx=10785 burst=18/39 cum=6450/11049=0.584
[spec-acc] ctx=10817 burst=20/36 cum=6470/11085=0.584
[spec-acc] ctx=10850 burst=14/51 cum=6484/11136=0.582
[spec-acc] ctx=10882 burst=16/48 cum=6500/11184=0.581
[spec-acc] ctx=10915 burst=17/48 cum=6517/11232=0.580
[spec-acc] ctx=10949 burst=19/39 cum=6536/11271=0.580
[spec-acc] ctx=10982 burst=19/36 cum=6555/11307=0.580
[spec-acc] ctx=11014 burst=21/33 cum=6576/11340=0.580
[spec-acc] ctx=11047 burst=20/36 cum=6596/11376=0.580
[spec-acc] ctx=11080 burst=21/36 cum=6617/11412=0.580
[spec-acc] ctx=11114 burst=23/30 cum=6640/11442=0.580
[spec-acc] ctx=11148 burst=20/36 cum=6660/11478=0.580
[spec-acc] ctx=11181 burst=22/33 cum=6682/11511=0.580
[spec-acc] ctx=11215 burst=23/30 cum=6705/11541=0.581
[spec-acc] ctx=11249 burst=24/30 cum=6729/11571=0.582
[spec-acc] ctx=11284 burst=21/30 cum=6750/11601=0.582
[spec-acc] ctx=11316 burst=21/30 cum=6771/11631=0.582
[spec-acc] ctx=11348 burst=19/39 cum=6790/11670=0.582
[spec-acc] ctx=11381 burst=19/36 cum=6809/11706=0.582
[spec-acc] ctx=11413 burst=17/45 cum=6826/11751=0.581
[spec-acc] ctx=11446 burst=17/42 cum=6843/11793=0.580
[spec-acc] ctx=11478 burst=18/39 cum=6861/11832=0.580
[spec-acc] ctx=11510 burst=20/33 cum=6881/11865=0.580
[spec-acc] ctx=11542 burst=20/33 cum=6901/11898=0.580
[spec-acc] ctx=11574 burst=20/36 cum=6921/11934=0.580
[spec-acc] ctx=11607 burst=21/36 cum=6942/11970=0.580
[spec-acc] ctx=11641 burst=21/33 cum=6963/12003=0.580
[spec-acc] ctx=11674 burst=22/33 cum=6985/12036=0.580
[spec-acc] ctx=11708 burst=21/30 cum=7006/12066=0.581
[spec-acc] ctx=11740 burst=22/30 cum=7028/12096=0.581
[spec-acc] ctx=11773 burst=21/33 cum=7049/12129=0.581
[spec-acc] ctx=11806 burst=20/36 cum=7069/12165=0.581
[spec-acc] ctx=11839 burst=22/30 cum=7091/12195=0.581
[spec-acc] ctx=11872 burst=22/30 cum=7113/12225=0.582
[spec-acc] ctx=11905 burst=19/39 cum=7132/12264=0.582
[spec-acc] ctx=11938 burst=19/39 cum=7151/12303=0.581
[spec-acc] ctx=11971 burst=17/51 cum=7168/12354=0.580
[spec-acc] ctx=12006 burst=15/48 cum=7183/12402=0.579
[spec-acc] ctx=12038 burst=18/39 cum=7201/12441=0.579
[spec-acc] ctx=12070 burst=19/39 cum=7220/12480=0.579
[spec-acc] ctx=12103 burst=20/36 cum=7240/12516=0.578
[spec-acc] ctx=12136 burst=21/33 cum=7261/12549=0.579
