name	dtype	shape	nbytes	shard
model.layers.30.self_attn.q_proj.weight	U32	8192x512	16777216	model-00006-of-00016.safetensors
model.layers.30.self_attn.v_proj.biases	BF16	1024x64	131072	model-00006-of-00016.safetensors
model.layers.30.self_attn.v_proj.scales	BF16	1024x64	131072	model-00006-of-00016.safetensors
model.layers.30.self_attn.v_proj.weight	U32	1024x512	2097152	model-00006-of-00016.safetensors
model.layers.31.input_layernorm.weight	BF16	4096	8192	model-00007-of-00016.safetensors
model.layers.31.mlp.router.expert_bias	F32	96	384	model-00007-of-00016.safetensors
model.layers.31.mlp.router.gate.biases	BF16	96x64	12288	model-00007-of-00016.safetensors
model.layers.31.mlp.router.gate.scales	BF16	96x64	12288	model-00007-of-00016.safetensors
model.layers.31.mlp.router.gate.weight	U32	96x1024	393216	model-00007-of-00016.safetensors
model.layers.31.mlp.shared_mlp.down_proj.biases	BF16	4096x24	196608	model-00007-of-00016.safetensors
model.layers.31.mlp.shared_mlp.down_proj.scales	BF16	4096x24	196608	model-00007-of-00016.safetensors
model.layers.31.mlp.shared_mlp.down_proj.weight	U32	4096x192	3145728	model-00007-of-00016.safetensors
model.layers.31.mlp.shared_mlp.gate_proj.biases	BF16	1536x64	196608	model-00007-of-00016.safetensors
model.layers.31.mlp.shared_mlp.gate_proj.scales	BF16	1536x64	196608	model-00007-of-00016.safetensors
model.layers.31.mlp.shared_mlp.gate_proj.weight	U32	1536x512	3145728	model-00007-of-00016.safetensors
model.layers.31.mlp.shared_mlp.up_proj.biases	BF16	1536x64	196608	model-00007-of-00016.safetensors
model.layers.31.mlp.shared_mlp.up_proj.scales	BF16	1536x64	196608	model-00007-of-00016.safetensors
model.layers.31.mlp.shared_mlp.up_proj.weight	U32	1536x512	3145728	model-00007-of-00016.safetensors
model.layers.31.mlp.switch_mlp.down_proj.biases	BF16	96x4096x24	18874368	model-00007-of-00016.safetensors
model.layers.31.mlp.switch_mlp.down_proj.scales	BF16	96x4096x24	18874368	model-00007-of-00016.safetensors
model.layers.31.mlp.switch_mlp.down_proj.weight	U32	96x4096x192	301989888	model-00007-of-00016.safetensors
model.layers.31.mlp.switch_mlp.gate_proj.biases	BF16	96x1536x64	18874368	model-00007-of-00016.safetensors
model.layers.31.mlp.switch_mlp.gate_proj.scales	BF16	96x1536x64	18874368	model-00007-of-00016.safetensors
model.layers.31.mlp.switch_mlp.gate_proj.weight	U32	96x1536x512	301989888	model-00007-of-00016.safetensors
model.layers.31.mlp.switch_mlp.up_proj.biases	BF16	96x1536x64	18874368	model-00007-of-00016.safetensors
model.layers.31.mlp.switch_mlp.up_proj.scales	BF16	96x1536x64	18874368	model-00007-of-00016.safetensors
model.layers.31.mlp.switch_mlp.up_proj.weight	U32	96x1536x512	301989888	model-00007-of-00016.safetensors
model.layers.31.post_attention_layernorm.weight	BF16	4096	8192	model-00007-of-00016.safetensors
model.layers.31.self_attn.k_norm.weight	BF16	128	256	model-00007-of-00016.safetensors
model.layers.31.self_attn.k_proj.biases	BF16	1024x64	131072	model-00007-of-00016.safetensors
model.layers.31.self_attn.k_proj.scales	BF16	1024x64	131072	model-00007-of-00016.safetensors
model.layers.31.self_attn.k_proj.weight	U32	1024x512	2097152	model-00007-of-00016.safetensors
model.layers.31.self_attn.o_proj.biases	BF16	4096x128	1048576	model-00007-of-00016.safetensors
model.layers.31.self_attn.o_proj.scales	BF16	4096x128	1048576	model-00007-of-00016.safetensors
model.layers.31.self_attn.o_proj.weight	U32	4096x1024	16777216	model-00007-of-00016.safetensors
model.layers.31.self_attn.q_norm.weight	BF16	128	256	model-00007-of-00016.safetensors
model.layers.31.self_attn.q_proj.biases	BF16	8192x64	1048576	model-00007-of-00016.safetensors
model.layers.31.self_attn.q_proj.scales	BF16	8192x64	1048576	model-00007-of-00016.safetensors
model.layers.31.self_attn.q_proj.weight	U32	8192x512	16777216	model-00007-of-00016.safetensors
model.layers.31.self_attn.v_proj.biases	BF16	1024x64	131072	model-00007-of-00016.safetensors
model.layers.31.self_attn.v_proj.scales	BF16	1024x64	131072	model-00007-of-00016.safetensors
model.layers.31.self_attn.v_proj.weight	U32	1024x512	2097152	model-00007-of-00016.safetensors
model.layers.32.input_layernorm.weight	BF16	4096	8192	model-00007-of-00016.safetensors
model.layers.32.mlp.router.expert_bias	F32	96	384	model-00007-of-00016.safetensors
model.layers.32.mlp.router.gate.biases	BF16	96x64	12288	model-00007-of-00016.safetensors
model.layers.32.mlp.router.gate.scales	BF16	96x64	12288	model-00007-of-00016.safetensors
model.layers.32.mlp.router.gate.weight	U32	96x1024	393216	model-00007-of-00016.safetensors
model.layers.32.mlp.shared_mlp.down_proj.biases	BF16	4096x24	196608	model-00007-of-00016.safetensors
model.layers.32.mlp.shared_mlp.down_proj.scales	BF16	4096x24	196608	model-00007-of-00016.safetensors
model.layers.32.mlp.shared_mlp.down_proj.weight	U32	4096x192	3145728	model-00007-of-00016.safetensors
model.layers.32.mlp.shared_mlp.gate_proj.biases	BF16	1536x64	196608	model-00007-of-00016.safetensors
model.layers.32.mlp.shared_mlp.gate_proj.scales	BF16	1536x64	196608	model-00007-of-00016.safetensors
model.layers.32.mlp.shared_mlp.gate_proj.weight	U32	1536x512	3145728	model-00007-of-00016.safetensors
model.layers.32.mlp.shared_mlp.up_proj.biases	BF16	1536x64	196608	model-00007-of-00016.safetensors
model.layers.32.mlp.shared_mlp.up_proj.scales	BF16	1536x64	196608	model-00007-of-00016.safetensors
model.layers.32.mlp.shared_mlp.up_proj.weight	U32	1536x512	3145728	model-00007-of-00016.safetensors
model.layers.32.mlp.switch_mlp.down_proj.biases	BF16	96x4096x24	18874368	model-00007-of-00016.safetensors
model.layers.32.mlp.switch_mlp.down_proj.scales	BF16	96x4096x24	18874368	model-00007-of-00016.safetensors
model.layers.32.mlp.switch_mlp.down_proj.weight	U32	96x4096x192	301989888	model-00007-of-00016.safetensors
model.layers.32.mlp.switch_mlp.gate_proj.biases	BF16	96x1536x64	18874368	model-00007-of-00016.safetensors
model.layers.32.mlp.switch_mlp.gate_proj.scales	BF16	96x1536x64	18874368	model-00007-of-00016.safetensors
model.layers.32.mlp.switch_mlp.gate_proj.weight	U32	96x1536x512	301989888	model-00007-of-00016.safetensors
model.layers.32.mlp.switch_mlp.up_proj.biases	BF16	96x1536x64	18874368	model-00007-of-00016.safetensors
model.layers.32.mlp.switch_mlp.up_proj.scales	BF16	96x1536x64	18874368	model-00007-of-00016.safetensors
model.layers.32.mlp.switch_mlp.up_proj.weight	U32	96x1536x512	301989888	model-00007-of-00016.safetensors
model.layers.32.post_attention_layernorm.weight	BF16	4096	8192	model-00007-of-00016.safetensors
model.layers.32.self_attn.k_norm.weight	BF16	128	256	model-00007-of-00016.safetensors
model.layers.32.self_attn.k_proj.biases	BF16	1024x64	131072	model-00007-of-00016.safetensors
model.layers.32.self_attn.k_proj.scales	BF16	1024x64	131072	model-00007-of-00016.safetensors
model.layers.32.self_attn.k_proj.weight	U32	1024x512	2097152	model-00007-of-00016.safetensors
model.layers.32.self_attn.o_proj.biases	BF16	4096x128	1048576	model-00007-of-00016.safetensors
model.layers.32.self_attn.o_proj.scales	BF16	4096x128	1048576	model-00007-of-00016.safetensors
model.layers.32.self_attn.o_proj.weight	U32	4096x1024	16777216	model-00007-of-00016.safetensors
model.layers.32.self_attn.q_norm.weight	BF16	128	256	model-00007-of-00016.safetensors
model.layers.32.self_attn.q_proj.biases	BF16	8192x64	1048576	model-00007-of-00016.safetensors
model.layers.32.self_attn.q_proj.scales	BF16	8192x64	1048576	model-00007-of-00016.safetensors
model.layers.32.self_attn.q_proj.weight	U32	8192x512	16777216	model-00007-of-00016.safetensors
model.layers.32.self_attn.v_proj.biases	BF16	1024x64	131072	model-00007-of-00016.safetensors
model.layers.32.self_attn.v_proj.scales	BF16	1024x64	131072	model-00007-of-00016.safetensors
model.layers.32.self_attn.v_proj.weight	U32	1024x512	2097152	model-00007-of-00016.safetensors
model.layers.33.input_layernorm.weight	BF16	4096	8192	model-00007-of-00016.safetensors
model.layers.33.mlp.router.expert_bias	F32	96	384	model-00007-of-00016.safetensors
model.layers.33.mlp.router.gate.biases	BF16	96x64	12288	model-00007-of-00016.safetensors
model.layers.33.mlp.router.gate.scales	BF16	96x64	12288	model-00007-of-00016.safetensors
model.layers.33.mlp.router.gate.weight	U32	96x1024	393216	model-00007-of-00016.safetensors
model.layers.33.mlp.shared_mlp.down_proj.biases	BF16	4096x24	196608	model-00007-of-00016.safetensors
model.layers.33.mlp.shared_mlp.down_proj.scales	BF16	4096x24	196608	model-00007-of-00016.safetensors
model.layers.33.mlp.shared_mlp.down_proj.weight	U32	4096x192	3145728	model-00007-of-00016.safetensors
model.layers.33.mlp.shared_mlp.gate_proj.biases	BF16	1536x64	196608	model-00007-of-00016.safetensors
model.layers.33.mlp.shared_mlp.gate_proj.scales	BF16	1536x64	196608	model-00007-of-00016.safetensors
model.layers.33.mlp.shared_mlp.gate_proj.weight	U32	1536x512	3145728	model-00007-of-00016.safetensors
model.layers.33.mlp.shared_mlp.up_proj.biases	BF16	1536x64	196608	model-00007-of-00016.safetensors
model.layers.33.mlp.shared_mlp.up_proj.scales	BF16	1536x64	196608	model-00007-of-00016.safetensors
model.layers.33.mlp.shared_mlp.up_proj.weight	U32	1536x512	3145728	model-00007-of-00016.safetensors
model.layers.33.mlp.switch_mlp.down_proj.biases	BF16	96x4096x24	18874368	model-00007-of-00016.safetensors
model.layers.33.mlp.switch_mlp.down_proj.scales	BF16	96x4096x24	18874368	model-00007-of-00016.safetensors
model.layers.33.mlp.switch_mlp.down_proj.weight	U32	96x4096x192	301989888	model-00007-of-00016.safetensors
model.layers.33.mlp.switch_mlp.gate_proj.biases	BF16	96x1536x64	18874368	model-00007-of-00016.safetensors
model.layers.33.mlp.switch_mlp.gate_proj.scales	BF16	96x1536x64	18874368	model-00007-of-00016.safetensors
model.layers.33.mlp.switch_mlp.gate_proj.weight	U32	96x1536x512	301989888	model-00007-of-00016.safetensors
model.layers.33.mlp.switch_mlp.up_proj.biases	BF16	96x1536x64	18874368	model-00007-of-00016.safetensors
model.layers.33.mlp.switch_mlp.up_proj.scales	BF16	96x1536x64	18874368	model-00007-of-00016.safetensors
model.layers.33.mlp.switch_mlp.up_proj.weight	U32	96x1536x512	301989888	model-00007-of-00016.safetensors
model.layers.33.post_attention_layernorm.weight	BF16	4096	8192	model-00007-of-00016.safetensors
model.layers.33.self_attn.k_norm.weight	BF16	128	256	model-00007-of-00016.safetensors
model.layers.33.self_attn.k_proj.biases	BF16	1024x64	131072	model-00007-of-00016.safetensors
model.layers.33.self_attn.k_proj.scales	BF16	1024x64	131072	model-00007-of-00016.safetensors
model.layers.33.self_attn.k_proj.weight	U32	1024x512	2097152	model-00007-of-00016.safetensors
model.layers.33.self_attn.o_proj.biases	BF16	4096x128	1048576	model-00007-of-00016.safetensors
model.layers.33.self_attn.o_proj.scales	BF16	4096x128	1048576	model-00007-of-00016.safetensors
model.layers.33.self_attn.o_proj.weight	U32	4096x1024	16777216	model-00007-of-00016.safetensors
model.layers.33.self_attn.q_norm.weight	BF16	128	256	model-00007-of-00016.safetensors
model.layers.33.self_attn.q_proj.biases	BF16	8192x64	1048576	model-00007-of-00016.safetensors
model.layers.33.self_attn.q_proj.scales	BF16	8192x64	1048576	model-00007-of-00016.safetensors
model.layers.33.self_attn.q_proj.weight	U32	8192x512	16777216	model-00007-of-00016.safetensors
model.layers.33.self_attn.v_proj.biases	BF16	1024x64	131072	model-00007-of-00016.safetensors
model.layers.33.self_attn.v_proj.scales	BF16	1024x64	131072	model-00007-of-00016.safetensors
model.layers.33.self_attn.v_proj.weight	U32	1024x512	2097152	model-00007-of-00016.safetensors
model.layers.34.input_layernorm.weight	BF16	4096	8192	model-00007-of-00016.safetensors
model.layers.34.mlp.router.expert_bias	F32	96	384	model-00007-of-00016.safetensors
model.layers.34.mlp.router.gate.biases	BF16	96x64	12288	model-00007-of-00016.safetensors
model.layers.34.mlp.router.gate.scales	BF16	96x64	12288	model-00007-of-00016.safetensors
model.layers.34.mlp.router.gate.weight	U32	96x1024	393216	model-00007-of-00016.safetensors
model.layers.34.mlp.shared_mlp.down_proj.biases	BF16	4096x24	196608	model-00007-of-00016.safetensors
model.layers.34.mlp.shared_mlp.down_proj.scales	BF16	4096x24	196608	model-00007-of-00016.safetensors
model.layers.34.mlp.shared_mlp.down_proj.weight	U32	4096x192	3145728	model-00007-of-00016.safetensors
model.layers.34.mlp.shared_mlp.gate_proj.biases	BF16	1536x64	196608	model-00007-of-00016.safetensors
model.layers.34.mlp.shared_mlp.gate_proj.scales	BF16	1536x64	196608	model-00007-of-00016.safetensors
model.layers.34.mlp.shared_mlp.gate_proj.weight	U32	1536x512	3145728	model-00007-of-00016.safetensors
model.layers.34.mlp.shared_mlp.up_proj.biases	BF16	1536x64	196608	model-00007-of-00016.safetensors
model.layers.34.mlp.shared_mlp.up_proj.scales	BF16	1536x64	196608	model-00007-of-00016.safetensors
model.layers.34.mlp.shared_mlp.up_proj.weight	U32	1536x512	3145728	model-00007-of-00016.safetensors
model.layers.34.mlp.switch_mlp.down_proj.biases	BF16	96x4096x24	18874368	model-00007-of-00016.safetensors
model.layers.34.mlp.switch_mlp.down_proj.scales	BF16	96x4096x24	18874368	model-00007-of-00016.safetensors
model.layers.34.mlp.switch_mlp.down_proj.weight	U32	96x4096x192	301989888	model-00007-of-00016.safetensors
model.layers.34.mlp.switch_mlp.gate_proj.biases	BF16	96x1536x64	18874368	model-00007-of-00016.safetensors
model.layers.34.mlp.switch_mlp.gate_proj.scales	BF16	96x1536x64	18874368	model-00007-of-00016.safetensors
model.layers.34.mlp.switch_mlp.gate_proj.weight	U32	96x1536x512	301989888	model-00007-of-00016.safetensors
model.layers.34.mlp.switch_mlp.up_proj.biases	BF16	96x1536x64	18874368	model-00007-of-00016.safetensors
model.layers.34.mlp.switch_mlp.up_proj.scales	BF16	96x1536x64	18874368	model-00007-of-00016.safetensors
model.layers.34.mlp.switch_mlp.up_proj.weight	U32	96x1536x512	301989888	model-00007-of-00016.safetensors
model.layers.34.post_attention_layernorm.weight	BF16	4096	8192	model-00007-of-00016.safetensors
model.layers.34.self_attn.k_norm.weight	BF16	128	256	model-00007-of-00016.safetensors
model.layers.34.self_attn.k_proj.biases	BF16	1024x64	131072	model-00007-of-00016.safetensors
model.layers.34.self_attn.k_proj.scales	BF16	1024x64	131072	model-00007-of-00016.safetensors
model.layers.34.self_attn.k_proj.weight	U32	1024x512	2097152	model-00007-of-00016.safetensors
model.layers.34.self_attn.o_proj.biases	BF16	4096x128	1048576	model-00007-of-00016.safetensors
model.layers.34.self_attn.o_proj.scales	BF16	4096x128	1048576	model-00007-of-00016.safetensors
model.layers.34.self_attn.o_proj.weight	U32	4096x1024	16777216	model-00007-of-00016.safetensors
model.layers.34.self_attn.q_norm.weight	BF16	128	256	model-00007-of-00016.safetensors
model.layers.34.self_attn.q_proj.biases	BF16	8192x64	1048576	model-00007-of-00016.safetensors
model.layers.34.self_attn.q_proj.scales	BF16	8192x64	1048576	model-00007-of-00016.safetensors
model.layers.34.self_attn.q_proj.weight	U32	8192x512	16777216	model-00007-of-00016.safetensors
model.layers.34.self_attn.v_proj.biases	BF16	1024x64	131072	model-00007-of-00016.safetensors
model.layers.34.self_attn.v_proj.scales	BF16	1024x64	131072	model-00007-of-00016.safetensors
model.layers.34.self_attn.v_proj.weight	U32	1024x512	2097152	model-00007-of-00016.safetensors
model.layers.35.input_layernorm.weight	BF16	4096	8192	model-00008-of-00016.safetensors
model.layers.35.mlp.router.expert_bias	F32	96	384	model-00008-of-00016.safetensors
model.layers.35.mlp.router.gate.biases	BF16	96x64	12288	model-00008-of-00016.safetensors
model.layers.35.mlp.router.gate.scales	BF16	96x64	12288	model-00008-of-00016.safetensors
model.layers.35.mlp.router.gate.weight	U32	96x1024	393216	model-00008-of-00016.safetensors
model.layers.35.mlp.shared_mlp.down_proj.biases	BF16	4096x24	196608	model-00008-of-00016.safetensors
model.layers.35.mlp.shared_mlp.down_proj.scales	BF16	4096x24	196608	model-00008-of-00016.safetensors
model.layers.35.mlp.shared_mlp.down_proj.weight	U32	4096x192	3145728	model-00008-of-00016.safetensors
model.layers.35.mlp.shared_mlp.gate_proj.biases	BF16	1536x64	196608	model-00008-of-00016.safetensors
model.layers.35.mlp.shared_mlp.gate_proj.scales	BF16	1536x64	196608	model-00008-of-00016.safetensors
model.layers.35.mlp.shared_mlp.gate_proj.weight	U32	1536x512	3145728	model-00008-of-00016.safetensors
model.layers.35.mlp.shared_mlp.up_proj.biases	BF16	1536x64	196608	model-00008-of-00016.safetensors
model.layers.35.mlp.shared_mlp.up_proj.scales	BF16	1536x64	196608	model-00008-of-00016.safetensors
model.layers.35.mlp.shared_mlp.up_proj.weight	U32	1536x512	3145728	model-00008-of-00016.safetensors
model.layers.35.mlp.switch_mlp.down_proj.biases	BF16	96x4096x24	18874368	model-00008-of-00016.safetensors
model.layers.35.mlp.switch_mlp.down_proj.scales	BF16	96x4096x24	18874368	model-00008-of-00016.safetensors
model.layers.35.mlp.switch_mlp.down_proj.weight	U32	96x4096x192	301989888	model-00008-of-00016.safetensors
model.layers.35.mlp.switch_mlp.gate_proj.biases	BF16	96x1536x64	18874368	model-00007-of-00016.safetensors
model.layers.35.mlp.switch_mlp.gate_proj.scales	BF16	96x1536x64	18874368	model-00007-of-00016.safetensors
model.layers.35.mlp.switch_mlp.gate_proj.weight	U32	96x1536x512	301989888	model-00007-of-00016.safetensors
model.layers.35.mlp.switch_mlp.up_proj.biases	BF16	96x1536x64	18874368	model-00008-of-00016.safetensors
model.layers.35.mlp.switch_mlp.up_proj.scales	BF16	96x1536x64	18874368	model-00008-of-00016.safetensors
model.layers.35.mlp.switch_mlp.up_proj.weight	U32	96x1536x512	301989888	model-00008-of-00016.safetensors
model.layers.35.post_attention_layernorm.weight	BF16	4096	8192	model-00008-of-00016.safetensors
model.layers.35.self_attn.k_norm.weight	BF16	128	256	model-00007-of-00016.safetensors
model.layers.35.self_attn.k_proj.biases	BF16	1024x64	131072	model-00007-of-00016.safetensors
model.layers.35.self_attn.k_proj.scales	BF16	1024x64	131072	model-00007-of-00016.safetensors
model.layers.35.self_attn.k_proj.weight	U32	1024x512	2097152	model-00007-of-00016.safetensors
model.layers.35.self_attn.o_proj.biases	BF16	4096x128	1048576	model-00007-of-00016.safetensors
