timestamp, utilization.gpu [%], memory.used [MiB], power.draw [W], clocks.current.sm [MHz], temperature.gpu
2026/09/13 18:26:18.306, 99 %, 10304 MiB, 231.43 W, 2902 MHz, 56
2026/09/13 18:26:18.556, 99 %, 10304 MiB, 231.43 W, 2902 MHz, 56
2026/09/13 18:26:18.806, 98 %, 10304 MiB, 397.76 W, 2895 MHz, 58
2026/09/13 18:26:19.056, 98 %, 10304 MiB, 397.76 W, 2895 MHz, 58
2026/09/13 18:26:19.307, 11 %, 10304 MiB, 405.06 W, 2887 MHz, 55
2026/09/13 18:26:19.557, 11 %, 2 MiB, 405.06 W, 2887 MHz, 55
2026/09/13 18:26:19.807, 1 %, 544 MiB, 246.17 W, 2917 MHz, 50
2026/09/13 18:26:20.057, 1 %, 544 MiB, 246.17 W, 2917 MHz, 50
2026/09/13 18:26:20.307, 37 %, 2528 MiB, 102.13 W, 2917 MHz, 49
2026/09/13 18:26:20.557, 37 %, 5056 MiB, 102.13 W, 2917 MHz, 49
2026/09/13 18:26:20.808, 25 %, 8672 MiB, 94.01 W, 2917 MHz, 49
2026/09/13 18:26:21.058, 25 %, 10304 MiB, 94.01 W, 2917 MHz, 49
2026/09/13 18:26:21.308, 98 %, 10304 MiB, 130.35 W, 2917 MHz, 53
2026/09/13 18:26:21.558, 98 %, 10304 MiB, 130.35 W, 2917 MHz, 53
2026/09/13 18:26:21.808, 99 %, 10304 MiB, 271.51 W, 2902 MHz, 56
2026/09/13 18:26:22.058, 99 %, 10304 MiB, 271.51 W, 2902 MHz, 56
2026/09/13 18:26:22.309, 98 %, 10304 MiB, 414.48 W, 2887 MHz, 59
2026/09/13 18:26:22.559, 98 %, 10304 MiB, 414.48 W, 2887 MHz, 59
2026/09/13 18:26:22.809, 0 %, 10304 MiB, 391.72 W, 2887 MHz, 53
2026/09/13 18:26:23.059, 0 %, 21 MiB, 391.72 W, 2887 MHz, 53
2026/09/13 18:26:23.309, 0 %, 544 MiB, 228.74 W, 2917 MHz, 50
2026/09/13 18:26:23.560, 0 %, 544 MiB, 228.74 W, 2917 MHz, 50
2026/09/13 18:26:23.810, 27 %, 3424 MiB, 96.63 W, 2917 MHz, 49
2026/09/13 18:26:24.060, 27 %, 5920 MiB, 96.63 W, 2917 MHz, 49
2026/09/13 18:26:24.310, 46 %, 10304 MiB, 97.61 W, 2917 MHz, 49
2026/09/13 18:26:24.560, 46 %, 10304 MiB, 97.61 W, 2917 MHz, 49
2026/09/13 18:26:24.810, 99 %, 10304 MiB, 158.46 W, 2910 MHz, 55
2026/09/13 18:26:25.060, 99 %, 10304 MiB, 158.46 W, 2910 MHz, 55
2026/09/13 18:26:25.311, 99 %, 10304 MiB, 313.19 W, 2902 MHz, 57
2026/09/13 18:26:25.561, 99 %, 10592 MiB, 313.19 W, 2902 MHz, 57
2026/09/13 18:26:25.811, 92 %, 10592 MiB, 408.11 W, 2887 MHz, 58
2026/09/13 18:26:26.061, 92 %, 10592 MiB, 408.11 W, 2887 MHz, 58
2026/09/13 18:26:26.311, 0 %, 10592 MiB, 362.94 W, 2887 MHz, 52
2026/09/13 18:26:26.561, 0 %, 26 MiB, 362.94 W, 2887 MHz, 52
2026/09/13 18:26:26.811, 0 %, 544 MiB, 211.69 W, 2917 MHz, 50
2026/09/13 18:26:27.062, 0 %, 1344 MiB, 211.69 W, 2917 MHz, 50
2026/09/13 18:26:27.312, 26 %, 3712 MiB, 96.63 W, 2917 MHz, 49
2026/09/13 18:26:27.562, 26 %, 6176 MiB, 96.63 W, 2917 MHz, 49
2026/09/13 18:26:27.812, 59 %, 10304 MiB, 102.11 W, 2917 MHz, 49
2026/09/13 18:26:28.062, 59 %, 10304 MiB, 102.11 W, 2917 MHz, 49
2026/09/13 18:26:28.312, 99 %, 10304 MiB, 164.99 W, 2910 MHz, 55
2026/09/13 18:26:28.563, 99 %, 10304 MiB, 164.99 W, 2910 MHz, 55
2026/09/13 18:26:28.813, 99 %, 10592 MiB, 315.08 W, 2902 MHz, 57
2026/09/13 18:26:29.063, 99 %, 10592 MiB, 315.08 W, 2902 MHz, 57
2026/09/13 18:26:29.313, 95 %, 10592 MiB, 412.23 W, 2887 MHz, 59
2026/09/13 18:26:29.563, 95 %, 10592 MiB, 412.23 W, 2887 MHz, 59
2026/09/13 18:26:29.813, 18 %, 2 MiB, 309.98 W, 2910 MHz, 51
2026/09/13 18:26:30.072, 18 %, 544 MiB, 309.98 W, 2910 MHz, 51
2026/09/13 18:26:30.322, 0 %, 544 MiB, 168.33 W, 2917 MHz, 50
2026/09/13 18:26:30.572, 0 %, 3008 MiB, 168.33 W, 2917 MHz, 50
2026/09/13 18:26:30.822, 26 %, 5536 MiB, 94.47 W, 2917 MHz, 49
2026/09/13 18:26:31.073, 26 %, 10304 MiB, 94.47 W, 2917 MHz, 49
2026/09/13 18:26:31.323, 4 %, 10304 MiB, 101.94 W, 2917 MHz, 50
2026/09/13 18:26:31.573, 4 %, 10304 MiB, 101.94 W, 2917 MHz, 50
2026/09/13 18:26:31.823, 99 %, 10304 MiB, 208.79 W, 2902 MHz, 56
2026/09/13 18:26:32.073, 99 %, 10304 MiB, 208.79 W, 2902 MHz, 56
2026/09/13 18:26:32.323, 98 %, 10304 MiB, 370.28 W, 2902 MHz, 58
2026/09/13 18:26:32.573, 98 %, 10304 MiB, 370.28 W, 2902 MHz, 58
2026/09/13 18:26:32.824, 8 %, 10304 MiB, 401.57 W, 2887 MHz, 55
2026/09/13 18:26:33.074, 8 %, 2 MiB, 401.57 W, 2887 MHz, 55
2026/09/13 18:26:33.342, 1 %, 544 MiB, 260.62 W, 2917 MHz, 51
2026/09/13 18:26:33.592, 1 %, 544 MiB, 260.62 W, 2917 MHz, 51
2026/09/13 18:26:33.842, 43 %, 3104 MiB, 101.60 W, 2917 MHz, 50
2026/09/13 18:26:34.092, 43 %, 5600 MiB, 101.60 W, 2917 MHz, 50
2026/09/13 18:26:34.342, 25 %, 10304 MiB, 93.43 W, 2917 MHz, 50
2026/09/13 18:26:34.593, 25 %, 10304 MiB, 93.43 W, 2917 MHz, 50
2026/09/13 18:26:34.843, 98 %, 10304 MiB, 137.81 W, 2917 MHz, 54
2026/09/13 18:26:35.093, 98 %, 10304 MiB, 137.81 W, 2917 MHz, 54
2026/09/13 18:26:35.343, 99 %, 10304 MiB, 297.32 W, 2902 MHz, 57
2026/09/13 18:26:35.593, 99 %, 10304 MiB, 297.32 W, 2902 MHz, 57
2026/09/13 18:26:35.843, 98 %, 10304 MiB, 419.02 W, 2887 MHz, 59
2026/09/13 18:26:36.093, 98 %, 10304 MiB, 419.02 W, 2887 MHz, 59
2026/09/13 18:26:36.344, 0 %, 2 MiB, 375.67 W, 2895 MHz, 53
2026/09/13 18:26:36.620, 0 %, 544 MiB, 375.67 W, 2895 MHz, 53
2026/09/13 18:26:36.871, 0 %, 544 MiB, 230.00 W, 2917 MHz, 50
2026/09/13 18:26:37.121, 0 %, 2208 MiB, 230.00 W, 2917 MHz, 50
2026/09/13 18:26:37.371, 27 %, 4768 MiB, 97.90 W, 2917 MHz, 50
2026/09/13 18:26:37.621, 27 %, 7200 MiB, 97.90 W, 2917 MHz, 50
2026/09/13 18:26:37.871, 71 %, 10304 MiB, 104.17 W, 2917 MHz, 52
2026/09/13 18:26:38.122, 71 %, 10304 MiB, 104.17 W, 2917 MHz, 52
2026/09/13 18:26:38.372, 99 %, 10304 MiB, 180.29 W, 2910 MHz, 56
2026/09/13 18:26:38.622, 99 %, 10304 MiB, 180.29 W, 2910 MHz, 56
2026/09/13 18:26:38.872, 99 %, 10592 MiB, 330.58 W, 2902 MHz, 58
2026/09/13 18:26:39.122, 99 %, 10592 MiB, 330.58 W, 2902 MHz, 58
2026/09/13 18:26:39.372, 98 %, 10592 MiB, 413.26 W, 2887 MHz, 60
2026/09/13 18:26:39.622, 98 %, 10592 MiB, 413.26 W, 2887 MHz, 60
2026/09/13 18:26:39.873, 0 %, 2 MiB, 336.90 W, 2902 MHz, 52
2026/09/13 18:26:40.130, 0 %, 544 MiB, 336.90 W, 2902 MHz, 52
2026/09/13 18:26:40.380, 0 %, 544 MiB, 173.06 W, 2917 MHz, 50
2026/09/13 18:26:40.630, 0 %, 3104 MiB, 173.06 W, 2917 MHz, 50
2026/09/13 18:26:40.881, 27 %, 5632 MiB, 96.80 W, 2917 MHz, 50
2026/09/13 18:26:41.131, 27 %, 10304 MiB, 96.80 W, 2917 MHz, 50
2026/09/13 18:26:41.381, 11 %, 10304 MiB, 103.14 W, 2917 MHz, 50
2026/09/13 18:26:41.631, 11 %, 10304 MiB, 103.14 W, 2917 MHz, 50
2026/09/13 18:26:41.881, 99 %, 10304 MiB, 195.39 W, 2902 MHz, 57
2026/09/13 18:26:42.131, 99 %, 10304 MiB, 195.39 W, 2902 MHz, 57
2026/09/13 18:26:42.382, 88 %, 10592 MiB, 348.17 W, 2902 MHz, 56
2026/09/13 18:26:42.632, 88 %, 10592 MiB, 348.17 W, 2902 MHz, 56
2026/09/13 18:26:42.882, 95 %, 10592 MiB, 415.94 W, 2887 MHz, 60
2026/09/13 18:26:43.132, 95 %, 10589 MiB, 415.94 W, 2887 MHz, 60
2026/09/13 18:26:43.382, 18 %, 508 MiB, 305.02 W, 2910 MHz, 51
2026/09/13 18:26:43.633, 18 %, 544 MiB, 305.02 W, 2910 MHz, 51
2026/09/13 18:26:43.883, 0 %, 1344 MiB, 133.32 W, 2917 MHz, 50
2026/09/13 18:26:44.133, 0 %, 3776 MiB, 133.32 W, 2917 MHz, 50
2026/09/13 18:26:44.384, 26 %, 6240 MiB, 95.00 W, 2917 MHz, 50
2026/09/13 18:26:44.634, 26 %, 10304 MiB, 95.00 W, 2917 MHz, 50
2026/09/13 18:26:44.884, 4 %, 10304 MiB, 102.44 W, 2917 MHz, 50
2026/09/13 18:26:45.134, 4 %, 10304 MiB, 102.44 W, 2917 MHz, 50
2026/09/13 18:26:45.384, 99 %, 10304 MiB, 211.75 W, 2902 MHz, 57
2026/09/13 18:26:45.634, 99 %, 10304 MiB, 211.75 W, 2902 MHz, 57
2026/09/13 18:26:45.885, 98 %, 10304 MiB, 373.97 W, 2902 MHz, 59
2026/09/13 18:26:46.135, 98 %, 10304 MiB, 373.97 W, 2902 MHz, 59
2026/09/13 18:26:46.385, 92 %, 10304 MiB, 432.79 W, 2887 MHz, 55
2026/09/13 18:26:46.635, 92 %, 2 MiB, 432.79 W, 2887 MHz, 55
2026/09/13 18:26:46.885, 0 %, 544 MiB, 289.61 W, 2910 MHz, 51
2026/09/13 18:26:47.135, 0 %, 544 MiB, 289.61 W, 2910 MHz, 51
2026/09/13 18:26:47.385, 12 %, 2752 MiB, 129.59 W, 2917 MHz, 50
2026/09/13 18:26:47.636, 12 %, 5280 MiB, 129.59 W, 2917 MHz, 50
2026/09/13 18:26:47.886, 25 %, 10304 MiB, 93.62 W, 2917 MHz, 50
2026/09/13 18:26:48.136, 25 %, 10304 MiB, 93.62 W, 2917 MHz, 50
2026/09/13 18:26:48.386, 45 %, 10304 MiB, 110.52 W, 2917 MHz, 55
2026/09/13 18:26:48.636, 45 %, 10304 MiB, 110.52 W, 2917 MHz, 55
2026/09/13 18:26:48.887, 99 %, 10304 MiB, 271.60 W, 2902 MHz, 58
2026/09/13 18:26:49.137, 99 %, 10304 MiB, 271.60 W, 2902 MHz, 58
2026/09/13 18:26:49.387, 98 %, 10304 MiB, 418.51 W, 2895 MHz, 60
2026/09/13 18:26:49.637, 98 %, 10304 MiB, 418.51 W, 2895 MHz, 60
2026/09/13 18:26:49.887, 0 %, 2 MiB, 385.91 W, 2887 MHz, 53
2026/09/13 18:26:50.155, 0 %, 544 MiB, 385.91 W, 2887 MHz, 53
2026/09/13 18:26:50.405, 0 %, 544 MiB, 242.14 W, 2917 MHz, 51
2026/09/13 18:26:50.655, 0 %, 2304 MiB, 242.14 W, 2917 MHz, 51
2026/09/13 18:26:50.906, 27 %, 4832 MiB, 97.14 W, 2917 MHz, 51
2026/09/13 18:26:51.156, 27 %, 8000 MiB, 97.14 W, 2917 MHz, 51
2026/09/13 18:26:51.406, 68 %, 10304 MiB, 103.53 W, 2917 MHz, 51
2026/09/13 18:26:51.656, 68 %, 10304 MiB, 103.53 W, 2917 MHz, 51
2026/09/13 18:26:51.906, 99 %, 10304 MiB, 173.22 W, 2910 MHz, 57
2026/09/13 18:26:52.156, 99 %, 10304 MiB, 173.22 W, 2910 MHz, 57
2026/09/13 18:26:52.407, 99 %, 10592 MiB, 311.77 W, 2902 MHz, 57
2026/09/13 18:26:52.657, 99 %, 10592 MiB, 311.77 W, 2902 MHz, 57
2026/09/13 18:26:52.907, 98 %, 10592 MiB, 415.50 W, 2887 MHz, 60
2026/09/13 18:26:53.157, 98 %, 10592 MiB, 415.50 W, 2887 MHz, 60
2026/09/13 18:26:53.407, 0 %, 21 MiB, 321.88 W, 2902 MHz, 52
2026/09/13 18:26:53.657, 0 %, 544 MiB, 321.88 W, 2902 MHz, 52
2026/09/13 18:26:53.908, 0 %, 1344 MiB, 163.37 W, 2917 MHz, 51
2026/09/13 18:26:54.158, 0 %, 3552 MiB, 163.37 W, 2917 MHz, 51
2026/09/13 18:26:54.408, 27 %, 5984 MiB, 96.86 W, 2917 MHz, 51
2026/09/13 18:26:54.658, 27 %, 10304 MiB, 96.86 W, 2917 MHz, 51
2026/09/13 18:26:54.908, 5 %, 10304 MiB, 103.37 W, 2917 MHz, 51
2026/09/13 18:26:55.158, 5 %, 10304 MiB, 103.37 W, 2917 MHz, 51
2026/09/13 18:26:55.409, 99 %, 10304 MiB, 220.16 W, 2872 MHz, 58
2026/09/13 18:26:55.659, 99 %, 10304 MiB, 220.16 W, 2872 MHz, 58
2026/09/13 18:26:55.909, 94 %, 10592 MiB, 345.01 W, 2902 MHz, 60
2026/09/13 18:26:56.159, 94 %, 10592 MiB, 345.01 W, 2902 MHz, 60
2026/09/13 18:26:56.409, 99 %, 10592 MiB, 431.06 W, 2887 MHz, 61
2026/09/13 18:26:56.659, 99 %, 2 MiB, 431.06 W, 2887 MHz, 61
2026/09/13 18:26:56.909, 18 %, 544 MiB, 301.07 W, 2910 MHz, 52
2026/09/13 18:26:57.160, 18 %, 544 MiB, 301.07 W, 2910 MHz, 52
2026/09/13 18:26:57.410, 0 %, 1888 MiB, 155.27 W, 2917 MHz, 51
2026/09/13 18:26:57.660, 0 %, 4448 MiB, 155.27 W, 2917 MHz, 51
2026/09/13 18:26:57.910, 26 %, 6880 MiB, 95.38 W, 2917 MHz, 51
2026/09/13 18:26:58.160, 26 %, 10304 MiB, 95.38 W, 2917 MHz, 51
2026/09/13 18:26:58.410, 2 %, 10304 MiB, 104.14 W, 2917 MHz, 51
2026/09/13 18:26:58.661, 2 %, 10304 MiB, 104.14 W, 2917 MHz, 51
2026/09/13 18:26:58.911, 99 %, 10304 MiB, 235.97 W, 2902 MHz, 58
2026/09/13 18:26:59.161, 99 %, 10304 MiB, 235.97 W, 2902 MHz, 58
2026/09/13 18:26:59.411, 98 %, 10304 MiB, 412.48 W, 2902 MHz, 61
2026/09/13 18:26:59.661, 98 %, 10304 MiB, 412.48 W, 2902 MHz, 61
2026/09/13 18:26:59.911, 39 %, 10304 MiB, 431.17 W, 2887 MHz, 55
2026/09/13 18:27:00.162, 39 %, 4 MiB, 431.17 W, 2887 MHz, 55
2026/09/13 18:27:00.413, 0 %, 544 MiB, 283.56 W, 2910 MHz, 52
2026/09/13 18:27:00.663, 0 %, 544 MiB, 283.56 W, 2910 MHz, 52
2026/09/13 18:27:00.913, 23 %, 3200 MiB, 97.93 W, 2917 MHz, 51
2026/09/13 18:27:01.163, 23 %, 5696 MiB, 97.93 W, 2917 MHz, 51
2026/09/13 18:27:01.413, 25 %, 10304 MiB, 94.22 W, 2917 MHz, 51
2026/09/13 18:27:01.664, 25 %, 10304 MiB, 94.22 W, 2917 MHz, 51
2026/09/13 18:27:01.914, 65 %, 10304 MiB, 126.43 W, 2835 MHz, 57
2026/09/13 18:27:02.164, 65 %, 10304 MiB, 126.43 W, 2835 MHz, 57
2026/09/13 18:27:02.414, 99 %, 10304 MiB, 270.48 W, 2902 MHz, 59
2026/09/13 18:27:02.664, 99 %, 10304 MiB, 270.48 W, 2902 MHz, 59
2026/09/13 18:27:02.914, 99 %, 10304 MiB, 423.94 W, 2865 MHz, 62
2026/09/13 18:27:03.164, 99 %, 10304 MiB, 423.94 W, 2865 MHz, 62
2026/09/13 18:27:03.414, 0 %, 2 MiB, 379.33 W, 2895 MHz, 53
2026/09/13 18:27:03.665, 0 %, 544 MiB, 379.33 W, 2895 MHz, 53
2026/09/13 18:27:03.915, 0 %, 544 MiB, 201.96 W, 2917 MHz, 51
2026/09/13 18:27:04.165, 0 %, 2560 MiB, 201.96 W, 2917 MHz, 51
2026/09/13 18:27:04.415, 26 %, 5088 MiB, 96.93 W, 2917 MHz, 51
2026/09/13 18:27:04.665, 26 %, 8832 MiB, 96.93 W, 2917 MHz, 51
2026/09/13 18:27:04.915, 75 %, 10304 MiB, 103.50 W, 2917 MHz, 51
2026/09/13 18:27:05.166, 75 %, 10304 MiB, 103.50 W, 2917 MHz, 51
2026/09/13 18:27:05.416, 99 %, 10304 MiB, 188.91 W, 2880 MHz, 58
2026/09/13 18:27:05.666, 99 %, 10304 MiB, 188.91 W, 2880 MHz, 58
2026/09/13 18:27:05.916, 99 %, 10592 MiB, 328.85 W, 2902 MHz, 59
2026/09/13 18:27:06.166, 99 %, 10592 MiB, 328.85 W, 2902 MHz, 59
2026/09/13 18:27:06.416, 96 %, 10592 MiB, 427.12 W, 2887 MHz, 62
2026/09/13 18:27:06.666, 96 %, 10589 MiB, 427.12 W, 2887 MHz, 62
2026/09/13 18:27:06.916, 18 %, 40 MiB, 316.37 W, 2910 MHz, 52
2026/09/13 18:27:07.167, 18 %, 544 MiB, 316.37 W, 2910 MHz, 52
2026/09/13 18:27:07.417, 0 %, 1344 MiB, 147.10 W, 2910 MHz, 51
2026/09/13 18:27:07.667, 0 %, 3904 MiB, 147.10 W, 2910 MHz, 51
2026/09/13 18:27:07.917, 26 %, 6336 MiB, 97.22 W, 2917 MHz, 51
2026/09/13 18:27:08.167, 26 %, 10304 MiB, 97.22 W, 2917 MHz, 51
2026/09/13 18:27:08.417, 4 %, 10432 MiB, 102.96 W, 2917 MHz, 51
2026/09/13 18:27:08.668, 4 %, 10432 MiB, 102.96 W, 2917 MHz, 51
2026/09/13 18:27:08.918, 99 %, 10432 MiB, 216.71 W, 2857 MHz, 59
2026/09/13 18:27:09.168, 99 %, 10432 MiB, 216.71 W, 2857 MHz, 59
2026/09/13 18:27:09.418, 94 %, 10688 MiB, 377.68 W, 2902 MHz, 61
2026/09/13 18:27:09.668, 94 %, 10688 MiB, 377.68 W, 2902 MHz, 61
2026/09/13 18:27:09.918, 99 %, 10688 MiB, 426.50 W, 2887 MHz, 61
2026/09/13 18:27:10.168, 99 %, 2 MiB, 426.50 W, 2887 MHz, 61
2026/09/13 18:27:10.418, 18 %, 544 MiB, 308.27 W, 2910 MHz, 53
2026/09/13 18:27:10.669, 18 %, 544 MiB, 308.27 W, 2910 MHz, 53
2026/09/13 18:27:10.919, 0 %, 2176 MiB, 156.88 W, 2917 MHz, 52
2026/09/13 18:27:11.169, 0 %, 4736 MiB, 156.88 W, 2917 MHz, 52
2026/09/13 18:27:11.419, 26 %, 7136 MiB, 95.15 W, 2917 MHz, 51
2026/09/13 18:27:11.669, 26 %, 10304 MiB, 95.15 W, 2917 MHz, 51
2026/09/13 18:27:11.919, 0 %, 10432 MiB, 102.40 W, 2917 MHz, 54
2026/09/13 18:27:12.170, 0 %, 10432 MiB, 102.40 W, 2917 MHz, 54
2026/09/13 18:27:12.420, 99 %, 10432 MiB, 255.80 W, 2902 MHz, 59
2026/09/13 18:27:12.670, 99 %, 10432 MiB, 255.80 W, 2902 MHz, 59
2026/09/13 18:27:12.920, 99 %, 10432 MiB, 417.63 W, 2902 MHz, 61
2026/09/13 18:27:13.170, 99 %, 10432 MiB, 417.63 W, 2902 MHz, 61
2026/09/13 18:27:13.420, 53 %, 10432 MiB, 429.67 W, 2887 MHz, 55
2026/09/13 18:27:13.670, 53 %, 21 MiB, 429.67 W, 2887 MHz, 55
2026/09/13 18:27:13.921, 1 %, 544 MiB, 283.72 W, 2910 MHz, 52
2026/09/13 18:27:14.171, 1 %, 1344 MiB, 283.72 W, 2910 MHz, 52
2026/09/13 18:27:14.421, 33 %, 3520 MiB, 117.35 W, 2917 MHz, 52
2026/09/13 18:27:14.671, 33 %, 5984 MiB, 117.35 W, 2917 MHz, 52
2026/09/13 18:27:14.921, 25 %, 10304 MiB, 93.97 W, 2917 MHz, 51
2026/09/13 18:27:15.172, 25 %, 10304 MiB, 93.97 W, 2917 MHz, 51
2026/09/13 18:27:15.422, 86 %, 10304 MiB, 129.95 W, 2917 MHz, 57
2026/09/13 18:27:15.672, 86 %, 10304 MiB, 129.95 W, 2917 MHz, 57
2026/09/13 18:27:15.922, 99 %, 10304 MiB, 290.66 W, 2902 MHz, 59
2026/09/13 18:27:16.172, 99 %, 10304 MiB, 290.66 W, 2902 MHz, 59
2026/09/13 18:27:16.422, 99 %, 10304 MiB, 420.65 W, 2887 MHz, 62
2026/09/13 18:27:16.673, 99 %, 10304 MiB, 420.65 W, 2887 MHz, 62
2026/09/13 18:27:16.923, 0 %, 21 MiB, 354.64 W, 2902 MHz, 53
2026/09/13 18:27:17.173, 0 %, 544 MiB, 354.64 W, 2902 MHz, 53
2026/09/13 18:27:17.423, 0 %, 544 MiB, 179.14 W, 2917 MHz, 52
2026/09/13 18:27:17.673, 0 %, 3424 MiB, 179.14 W, 2917 MHz, 52
2026/09/13 18:27:17.924, 28 %, 5856 MiB, 97.04 W, 2917 MHz, 52
2026/09/13 18:27:18.174, 28 %, 10304 MiB, 97.04 W, 2917 MHz, 52
2026/09/13 18:27:18.424, 21 %, 10304 MiB, 102.78 W, 2917 MHz, 52
2026/09/13 18:27:18.674, 21 %, 10304 MiB, 102.78 W, 2917 MHz, 52
2026/09/13 18:27:18.924, 99 %, 10304 MiB, 204.72 W, 2902 MHz, 59
2026/09/13 18:27:19.174, 99 %, 10304 MiB, 204.72 W, 2902 MHz, 59
2026/09/13 18:27:19.424, 93 %, 10592 MiB, 352.45 W, 2902 MHz, 59
2026/09/13 18:27:19.675, 93 %, 10592 MiB, 352.45 W, 2902 MHz, 59
2026/09/13 18:27:19.925, 92 %, 10592 MiB, 421.55 W, 2887 MHz, 58
2026/09/13 18:27:20.175, 92 %, 2 MiB, 421.55 W, 2887 MHz, 58
2026/09/13 18:27:20.425, 0 %, 544 MiB, 280.42 W, 2910 MHz, 53
2026/09/13 18:27:20.675, 0 %, 544 MiB, 280.42 W, 2910 MHz, 53
2026/09/13 18:27:20.925, 0 %, 2592 MiB, 110.92 W, 2917 MHz, 52
2026/09/13 18:27:21.176, 0 %, 5088 MiB, 110.92 W, 2917 MHz, 52
2026/09/13 18:27:21.426, 25 %, 8800 MiB, 96.02 W, 2917 MHz, 52
2026/09/13 18:27:21.676, 25 %, 10304 MiB, 96.02 W, 2917 MHz, 52
2026/09/13 18:27:21.926, 0 %, 10304 MiB, 103.69 W, 2910 MHz, 59
2026/09/13 18:27:22.176, 0 %, 10304 MiB, 103.69 W, 2910 MHz, 59
2026/09/13 18:27:22.426, 99 %, 10304 MiB, 250.76 W, 2902 MHz, 59
2026/09/13 18:27:22.676, 99 %, 10592 MiB, 250.76 W, 2902 MHz, 59
2026/09/13 18:27:22.927, 98 %, 10592 MiB, 392.30 W, 2887 MHz, 61
2026/09/13 18:27:23.177, 98 %, 10592 MiB, 392.30 W, 2887 MHz, 61
2026/09/13 18:27:23.427, 47 %, 10592 MiB, 418.02 W, 2887 MHz, 55
2026/09/13 18:27:23.677, 47 %, 21 MiB, 418.02 W, 2887 MHz, 55
2026/09/13 18:27:23.928, 1 %, 544 MiB, 256.33 W, 2910 MHz, 53
2026/09/13 18:27:24.178, 1 %, 544 MiB, 256.33 W, 2910 MHz, 53
2026/09/13 18:27:24.428, 30 %, 3424 MiB, 116.48 W, 2917 MHz, 52
2026/09/13 18:27:24.678, 30 %, 5920 MiB, 116.48 W, 2917 MHz, 52
2026/09/13 18:27:24.929, 25 %, 10304 MiB, 95.43 W, 2917 MHz, 52
2026/09/13 18:27:25.179, 25 %, 10304 MiB, 95.43 W, 2917 MHz, 52
2026/09/13 18:27:25.429, 73 %, 10304 MiB, 129.14 W, 2910 MHz, 58
2026/09/13 18:27:25.679, 73 %, 10304 MiB, 129.14 W, 2910 MHz, 58
2026/09/13 18:27:25.929, 99 %, 10304 MiB, 291.97 W, 2902 MHz, 60
2026/09/13 18:27:26.179, 99 %, 10304 MiB, 291.97 W, 2902 MHz, 60
2026/09/13 18:27:26.429, 99 %, 10304 MiB, 426.44 W, 2880 MHz, 63
2026/09/13 18:27:26.680, 99 %, 10304 MiB, 426.44 W, 2880 MHz, 63
2026/09/13 18:27:26.930, 0 %, 2 MiB, 390.84 W, 2887 MHz, 54
2026/09/13 18:27:27.180, 0 %, 544 MiB, 390.84 W, 2887 MHz, 54
2026/09/13 18:27:27.430, 0 %, 544 MiB, 217.33 W, 2910 MHz, 52
2026/09/13 18:27:27.680, 0 %, 2272 MiB, 217.33 W, 2910 MHz, 52
2026/09/13 18:27:27.930, 26 %, 4768 MiB, 97.50 W, 2910 MHz, 52
2026/09/13 18:27:28.181, 26 %, 7136 MiB, 97.50 W, 2910 MHz, 52
2026/09/13 18:27:28.431, 50 %, 10304 MiB, 99.60 W, 2917 MHz, 53
2026/09/13 18:27:28.681, 50 %, 10400 MiB, 99.60 W, 2917 MHz, 53
2026/09/13 18:27:28.931, 99 %, 10400 MiB, 165.96 W, 2865 MHz, 59
2026/09/13 18:27:29.181, 99 %, 10400 MiB, 165.96 W, 2865 MHz, 59
2026/09/13 18:27:29.431, 99 %, 10400 MiB, 312.47 W, 2902 MHz, 60
2026/09/13 18:27:29.681, 99 %, 10400 MiB, 312.47 W, 2902 MHz, 60
2026/09/13 18:27:29.932, 99 %, 10400 MiB, 436.30 W, 2827 MHz, 62
2026/09/13 18:27:30.182, 99 %, 10400 MiB, 436.30 W, 2827 MHz, 62
2026/09/13 18:27:30.432, 0 %, 22 MiB, 353.79 W, 2895 MHz, 54
2026/09/13 18:27:30.682, 0 %, 544 MiB, 353.79 W, 2895 MHz, 54
2026/09/13 18:27:30.932, 0 %, 1344 MiB, 195.70 W, 2910 MHz, 52
2026/09/13 18:27:31.183, 0 %, 3648 MiB, 195.70 W, 2910 MHz, 52
2026/09/13 18:27:31.433, 27 %, 6112 MiB, 97.50 W, 2910 MHz, 52
2026/09/13 18:27:31.683, 27 %, 10304 MiB, 97.50 W, 2910 MHz, 52
2026/09/13 18:27:31.933, 11 %, 10400 MiB, 104.11 W, 2917 MHz, 52
2026/09/13 18:27:32.183, 11 %, 10400 MiB, 104.11 W, 2917 MHz, 52
2026/09/13 18:27:32.433, 99 %, 10400 MiB, 218.47 W, 2857 MHz, 59
2026/09/13 18:27:32.684, 99 %, 10400 MiB, 218.47 W, 2857 MHz, 59
2026/09/13 18:27:32.934, 96 %, 10688 MiB, 369.39 W, 2902 MHz, 64
2026/09/13 18:27:33.184, 96 %, 10688 MiB, 369.39 W, 2902 MHz, 64
2026/09/13 18:27:33.434, 99 %, 10688 MiB, 427.58 W, 2887 MHz, 62
2026/09/13 18:27:33.684, 99 %, 2 MiB, 427.58 W, 2887 MHz, 62
2026/09/13 18:27:33.934, 18 %, 544 MiB, 313.82 W, 2910 MHz, 53
2026/09/13 18:27:34.184, 18 %, 544 MiB, 313.82 W, 2910 MHz, 53
